,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,median
251,2020-04-06 03:35:00,1.0,2.0,5.0,10.0,10.0,,5.6
379,2020-04-06 03:45:00,2.0,7.0,0.0,2.0,1.0,,2.4
556,2020-04-06 04:05:00,10.0,9.0,0.0,6.0,10.0,,7.0
798,2020-04-06 05:20:00,4.0,7.0,10.0,4.0,6.0,,6.2
731,2020-04-06 05:20:00,3.0,10.0,3.0,4.0,9.0,,5.8
230,2020-04-06 05:30:00,0.0,3.0,10.0,9.0,3.0,,5.0
340,2020-04-06 05:35:00,2.0,6.0,2.0,4.0,3.0,1.0,3.4
151,2020-04-06 05:40:00,7.0,10.0,10.0,6.0,1.0,,6.8
88,2020-04-06 05:40:00,0.0,10.0,1.0,2.0,9.0,,4.4
495,2020-04-06 05:40:00,7.0,5.0,5.0,9.0,4.0,,6.0
40,2020-04-06 05:45:00,1.0,10.0,10.0,10.0,6.0,,7.4
416,2020-04-06 05:45:00,10.0,4.0,0.0,6.0,10.0,,6.0
565,2020-04-06 06:00:00,8.0,0.0,7.0,4.0,10.0,,5.8
281,2020-04-06 06:10:00,3.0,10.0,3.0,7.0,7.0,,6.0
503,2020-04-06 06:10:00,9.0,5.0,3.0,3.0,3.0,,4.6
372,2020-04-06 06:10:00,5.0,1.0,8.0,9.0,8.0,,6.2
347,2020-04-06 06:10:00,3.0,8.0,9.0,5.0,1.0,,5.2
377,2020-04-06 06:15:00,3.0,10.0,1.0,6.0,10.0,,6.0
403,2020-04-06 06:25:00,7.0,10.0,4.0,6.0,6.0,,6.6
629,2020-04-06 06:25:00,10.0,4.0,9.0,9.0,0.0,,6.4
494,2020-04-06 06:30:00,2.0,8.0,10.0,0.0,9.0,,5.8
789,2020-04-06 06:35:00,0.0,3.0,5.0,1.0,6.0,,3.0
428,2020-04-06 06:40:00,10.0,4.0,6.0,0.0,10.0,,6.0
838,2020-04-06 07:00:00,7.0,0.0,5.0,7.0,3.0,,4.4
360,2020-04-06 07:10:00,6.0,9.0,7.0,9.0,7.0,,7.6
477,2020-04-06 07:15:00,6.0,3.0,0.0,10.0,3.0,,4.4
24,2020-04-06 07:15:00,7.0,8.0,10.0,0.0,0.0,,5.0
514,2020-04-06 07:20:00,4.0,7.0,4.0,7.0,7.0,,5.8
1,2020-04-06 07:20:00,8.0,10.0,9.0,9.0,5.0,,8.2
409,2020-04-06 07:25:00,6.0,8.0,8.0,5.0,4.0,,6.2
401,2020-04-06 07:25:00,6.0,1.0,6.0,10.0,2.0,,5.0
326,2020-04-06 07:35:00,6.0,2.0,5.0,9.0,1.0,,4.6
445,2020-04-06 07:50:00,7.0,3.0,10.0,6.0,2.0,1.0,5.6
749,2020-04-06 08:00:00,8.0,10.0,10.0,10.0,10.0,,9.6
637,2020-04-06 08:00:00,3.0,6.0,0.0,9.0,2.0,,4.0
546,2020-04-06 08:00:00,6.0,6.0,10.0,10.0,4.0,,7.2
302,2020-04-06 08:10:00,9.0,0.0,4.0,6.0,2.0,,4.2
413,2020-04-06 08:10:00,3.0,0.0,10.0,7.0,3.0,,4.6
540,2020-04-06 08:20:00,6.0,5.0,0.0,10.0,5.0,,5.2
13,2020-04-06 08:20:00,5.0,8.0,10.0,10.0,8.0,,8.2
751,2020-04-06 08:20:00,10.0,8.0,5.0,0.0,8.0,,6.2
245,2020-04-06 08:20:00,5.0,4.0,7.0,10.0,1.0,,5.4
427,2020-04-06 08:25:00,0.0,1.0,5.0,1.0,1.0,,1.6
343,2020-04-06 08:25:00,7.0,10.0,8.0,3.0,3.0,0.0,6.2
635,2020-04-06 08:25:00,4.0,4.0,0.0,3.0,0.0,,2.2
358,2020-04-06 08:35:00,1.0,6.0,8.0,6.0,1.0,,4.4
539,2020-04-06 08:40:00,0.0,5.0,8.0,8.0,10.0,,6.2
644,2020-04-06 08:45:00,4.0,0.0,6.0,0.0,10.0,,4.0
37,2020-04-06 09:05:00,9.0,10.0,1.0,8.0,3.0,,6.2
332,2020-04-06 09:10:00,6.0,0.0,10.0,10.0,2.0,,5.6
18,2020-04-06 09:15:00,0.0,4.0,0.0,0.0,4.0,,1.6
678,2020-04-06 09:20:00,4.0,5.0,2.0,1.0,7.0,,3.8
784,2020-04-06 09:25:00,6.0,6.0,1.0,8.0,1.0,,4.4
468,2020-04-06 09:40:00,9.0,2.0,7.0,9.0,3.0,,6.0
16,2020-04-06 09:50:00,2.0,10.0,10.0,5.0,0.0,,5.4
365,2020-04-06 09:55:00,10.0,1.0,10.0,8.0,1.0,,6.0
367,2020-04-06 10:00:00,4.0,5.0,9.0,0.0,7.0,,5.0
279,2020-04-06 10:10:00,5.0,0.0,1.0,8.0,3.0,,3.4
685,2020-04-06 10:30:00,3.0,7.0,0.0,0.0,8.0,,3.6
59,2020-04-06 10:35:00,7.0,9.0,10.0,4.0,7.0,,7.4
487,2020-04-06 10:45:00,10.0,3.0,9.0,9.0,5.0,0.0,7.2
446,2020-04-06 11:05:00,2.0,8.0,6.0,2.0,10.0,,5.6
322,2020-04-06 11:10:00,8.0,7.0,0.0,1.0,1.0,,3.4
277,2020-04-06 11:15:00,6.0,1.0,7.0,6.0,5.0,,5.0
524,2020-04-06 11:15:00,0.0,1.0,3.0,2.0,8.0,,2.8
618,2020-04-06 11:30:00,0.0,9.0,1.0,10.0,8.0,,5.6
624,2020-04-06 11:40:00,3.0,2.0,4.0,10.0,6.0,,5.0
317,2020-04-06 11:45:00,5.0,10.0,5.0,0.0,10.0,,6.0
764,2020-04-06 11:50:00,7.0,4.0,9.0,10.0,0.0,,6.0
840,2020-04-06 11:55:00,4.0,6.0,6.0,7.0,8.0,,6.2
745,2020-04-06 12:10:00,1.0,5.0,8.0,9.0,6.0,,5.8
169,2020-04-06 12:25:00,10.0,2.0,3.0,9.0,8.0,,6.4
636,2020-04-06 12:25:00,10.0,10.0,10.0,1.0,3.0,0.0,6.8
356,2020-04-06 12:30:00,2.0,6.0,6.0,1.0,10.0,,5.0
822,2020-04-06 12:35:00,6.0,9.0,10.0,3.0,1.0,,5.8
607,2020-04-06 12:45:00,7.0,0.0,9.0,10.0,10.0,0.0,7.2
453,2020-04-06 12:50:00,7.0,9.0,7.0,0.0,8.0,,6.2
23,2020-04-06 12:55:00,0.0,9.0,10.0,1.0,6.0,,5.2
571,2020-04-06 12:55:00,0.0,7.0,3.0,7.0,9.0,,5.2
563,2020-04-06 13:00:00,0.0,8.0,0.0,6.0,7.0,,4.2
296,2020-04-06 13:10:00,3.0,10.0,2.0,1.0,1.0,,3.4
525,2020-04-06 13:20:00,2.0,10.0,10.0,10.0,2.0,,6.8
804,2020-04-06 13:20:00,10.0,1.0,9.0,6.0,0.0,,5.2
126,2020-04-06 13:25:00,5.0,1.0,0.0,8.0,6.0,,4.0
602,2020-04-06 13:25:00,0.0,9.0,10.0,1.0,4.0,,4.8
531,2020-04-06 13:25:00,1.0,5.0,4.0,2.0,7.0,,3.8
436,2020-04-06 13:25:00,6.0,3.0,4.0,10.0,10.0,,6.6
308,2020-04-06 13:30:00,4.0,5.0,5.0,7.0,3.0,1.0,4.8
161,2020-04-06 13:45:00,2.0,8.0,7.0,4.0,7.0,,5.6
123,2020-04-06 13:50:00,0.0,10.0,6.0,0.0,10.0,,5.2
295,2020-04-06 13:55:00,9.0,10.0,5.0,10.0,0.0,,6.8
143,2020-04-06 14:00:00,1.0,0.0,4.0,10.0,3.0,,3.6
616,2020-04-06 14:00:00,6.0,7.0,8.0,5.0,10.0,,7.2
82,2020-04-06 14:00:00,2.0,1.0,4.0,4.0,10.0,0.0,4.2
58,2020-04-06 14:10:00,7.0,4.0,5.0,0.0,8.0,1.0,4.8
12,2020-04-06 14:20:00,10.0,8.0,6.0,2.0,1.0,,5.4
479,2020-04-06 14:30:00,0.0,10.0,10.0,9.0,1.0,,6.0
625,2020-04-06 14:30:00,7.0,2.0,6.0,7.0,0.0,,4.4
915,2020-04-06 14:35:00,3.0,3.0,3.0,2.0,3.0,1.0,2.8
63,2020-04-06 14:35:00,7.0,9.0,4.0,8.0,2.0,,6.0
880,2020-04-06 14:35:00,3.0,2.0,2.0,3.0,3.0,1.0,2.6
887,2020-04-06 14:35:00,2.0,4.0,3.0,2.0,2.0,2.0,2.6
901,2020-04-06 14:40:00,3.0,3.0,3.0,2.0,3.0,0.0,2.8
920,2020-04-06 14:40:00,3.0,2.0,3.0,1.0,3.0,1.0,2.4
927,2020-04-06 14:40:00,2.0,5.0,4.0,2.0,4.0,1.0,3.4
937,2020-04-06 14:40:00,3.0,2.0,3.0,3.0,4.0,2.0,3.0
939,2020-04-06 14:40:00,3.0,2.0,2.0,1.0,3.0,2.0,2.2
796,2020-04-06 14:40:00,7.0,2.0,1.0,5.0,5.0,,4.0
921,2020-04-06 14:40:00,2.0,4.0,2.0,2.0,1.0,0.0,2.2
870,2020-04-06 14:40:00,4.0,3.0,3.0,3.0,2.0,2.0,3.0
948,2020-04-06 14:40:00,4.0,4.0,4.0,1.0,4.0,1.0,3.4
930,2020-04-06 14:40:00,3.0,3.0,4.0,2.0,3.0,1.0,3.0
926,2020-04-06 14:40:00,4.0,2.0,3.0,3.0,3.0,2.0,3.0
872,2020-04-06 14:45:00,3.0,3.0,3.0,2.0,2.0,1.0,2.6
848,2020-04-06 14:45:00,4.0,3.0,2.0,2.0,3.0,0.0,2.8
867,2020-04-06 14:45:00,3.0,3.0,4.0,2.0,4.0,1.0,3.2
949,2020-04-06 14:45:00,4.0,3.0,3.0,1.0,2.0,1.0,2.6
933,2020-04-06 14:45:00,4.0,3.0,3.0,3.0,3.0,1.0,3.2
881,2020-04-06 14:45:00,4.0,2.0,4.0,3.0,3.0,-0.0,3.2
922,2020-04-06 14:45:00,3.0,3.0,2.0,2.0,2.0,1.0,2.4
879,2020-04-06 14:45:00,4.0,3.0,3.0,2.0,3.0,1.0,3.0
885,2020-04-06 14:45:00,3.0,3.0,3.0,2.0,3.0,1.0,2.8
857,2020-04-06 14:50:00,2.0,4.0,2.0,1.0,3.0,1.0,2.4
888,2020-04-06 14:50:00,2.0,3.0,3.0,2.0,3.0,2.0,2.6
147,2020-04-06 14:50:00,7.0,7.0,2.0,8.0,6.0,,6.0
205,2020-04-06 14:50:00,2.0,3.0,5.0,4.0,6.0,,4.0
875,2020-04-06 14:50:00,4.0,4.0,3.0,3.0,3.0,1.0,3.4
917,2020-04-06 14:50:00,4.0,4.0,3.0,4.0,3.0,0.0,3.6
965,2020-04-06 14:55:00,3.0,3.0,3.0,1.0,2.0,-0.0,2.4
967,2020-04-06 14:55:00,2.0,3.0,3.0,3.0,2.0,2.0,2.6
968,2020-04-06 14:55:00,3.0,2.0,3.0,1.0,3.0,0.0,2.4
851,2020-04-06 14:55:00,3.0,3.0,4.0,2.0,4.0,1.0,3.2
961,2020-04-06 14:55:00,3.0,2.0,3.0,1.0,3.0,1.0,2.4
947,2020-04-06 14:55:00,2.0,3.0,4.0,1.0,5.0,2.0,3.0
953,2020-04-06 14:55:00,4.0,2.0,3.0,3.0,4.0,2.0,3.2
849,2020-04-06 15:00:00,2.0,4.0,2.0,1.0,4.0,3.0,2.6
904,2020-04-06 15:00:00,3.0,3.0,3.0,2.0,3.0,1.0,2.8
753,2020-04-06 15:00:00,9.0,0.0,4.0,2.0,4.0,,3.8
863,2020-04-06 15:00:00,4.0,3.0,2.0,4.0,3.0,1.0,3.2
871,2020-04-06 15:00:00,3.0,3.0,4.0,3.0,4.0,1.0,3.4
899,2020-04-06 15:00:00,4.0,3.0,3.0,2.0,2.0,1.0,2.8
905,2020-04-06 15:00:00,3.0,2.0,3.0,3.0,3.0,2.0,2.8
860,2020-04-06 15:00:00,3.0,3.0,3.0,1.0,3.0,-0.0,2.6
911,2020-04-06 15:05:00,4.0,2.0,2.0,2.0,2.0,1.0,2.4
902,2020-04-06 15:05:00,3.0,2.0,3.0,3.0,3.0,0.0,2.8
873,2020-04-06 15:05:00,4.0,2.0,2.0,2.0,2.0,0.0,2.4
942,2020-04-06 15:05:00,3.0,3.0,2.0,2.0,4.0,1.0,2.8
878,2020-04-06 15:05:00,4.0,3.0,3.0,1.0,3.0,2.0,2.8
892,2020-04-06 15:05:00,2.0,3.0,2.0,3.0,3.0,2.0,2.6
846,2020-04-06 15:05:00,3.0,4.0,3.0,3.0,3.0,1.0,3.2
923,2020-04-06 15:10:00,4.0,3.0,2.0,3.0,4.0,0.0,3.2
919,2020-04-06 15:10:00,2.0,3.0,4.0,2.0,2.0,0.0,2.6
934,2020-04-06 15:10:00,4.0,3.0,2.0,1.0,1.0,1.0,2.2
891,2020-04-06 15:15:00,3.0,3.0,4.0,2.0,3.0,0.0,3.0
932,2020-04-06 15:15:00,2.0,3.0,4.0,2.0,4.0,1.0,3.0
944,2020-04-06 15:15:00,3.0,3.0,4.0,1.0,2.0,1.0,2.6
903,2020-04-06 15:15:00,4.0,3.0,2.0,2.0,3.0,1.0,2.8
859,2020-04-06 15:15:00,4.0,2.0,4.0,2.0,2.0,1.0,2.8
866,2020-04-06 15:20:00,3.0,2.0,3.0,2.0,4.0,0.0,2.8
959,2020-04-06 15:20:00,3.0,3.0,3.0,2.0,3.0,1.0,2.8
741,2020-04-06 15:20:00,10.0,0.0,10.0,5.0,10.0,,7.0
931,2020-04-06 15:20:00,3.0,4.0,2.0,2.0,3.0,1.0,2.8
874,2020-04-06 15:20:00,2.0,4.0,2.0,3.0,3.0,1.0,2.8
943,2020-04-06 15:20:00,3.0,3.0,2.0,2.0,3.0,1.0,2.6
898,2020-04-06 15:25:00,2.0,3.0,3.0,2.0,3.0,1.0,2.6
957,2020-04-06 15:25:00,3.0,2.0,2.0,2.0,3.0,1.0,2.4
914,2020-04-06 15:25:00,3.0,3.0,2.0,2.0,3.0,2.0,2.6
718,2020-04-06 15:25:00,10.0,2.0,2.0,2.0,5.0,,4.2
545,2020-04-06 15:30:00,10.0,9.0,8.0,10.0,8.0,,9.0
894,2020-04-06 15:30:00,2.0,3.0,3.0,2.0,2.0,0.0,2.4
877,2020-04-06 15:30:00,2.0,3.0,4.0,2.0,3.0,1.0,2.8
853,2020-04-06 15:30:00,3.0,4.0,3.0,3.0,4.0,1.0,3.4
869,2020-04-06 15:30:00,3.0,3.0,3.0,1.0,3.0,-0.0,2.6
913,2020-04-06 15:35:00,3.0,4.0,3.0,2.0,3.0,1.0,3.0
954,2020-04-06 15:35:00,2.0,4.0,3.0,2.0,3.0,1.0,2.8
907,2020-04-06 15:35:00,2.0,4.0,3.0,3.0,4.0,0.0,3.2
893,2020-04-06 15:35:00,3.0,2.0,4.0,2.0,2.0,1.0,2.6
956,2020-04-06 15:40:00,3.0,4.0,2.0,3.0,3.0,1.0,3.0
854,2020-04-06 15:40:00,4.0,3.0,3.0,1.0,2.0,1.0,2.6
969,2020-04-06 15:40:00,4.0,2.0,2.0,3.0,1.0,2.0,2.4
855,2020-04-06 15:40:00,2.0,3.0,3.0,3.0,2.0,0.0,2.6
847,2020-04-06 15:40:00,4.0,2.0,3.0,3.0,3.0,1.0,3.0
886,2020-04-06 15:45:00,3.0,3.0,3.0,2.0,4.0,1.0,3.0
858,2020-04-06 15:45:00,4.0,3.0,3.0,1.0,4.0,1.0,3.0
910,2020-04-06 15:45:00,3.0,2.0,2.0,2.0,3.0,1.0,2.4
896,2020-04-06 15:50:00,2.0,3.0,3.0,1.0,3.0,1.0,2.4
950,2020-04-06 15:50:00,4.0,3.0,4.0,2.0,4.0,0.0,3.4
884,2020-04-06 15:50:00,4.0,3.0,3.0,1.0,3.0,1.0,2.8
908,2020-04-06 15:55:00,3.0,3.0,3.0,1.0,3.0,1.0,2.6
929,2020-04-06 16:00:00,2.0,3.0,3.0,3.0,3.0,0.0,2.8
1008,2020-04-06 16:00:00,1.0,4.0,5.0,2.0,4.0,1.0,3.2
946,2020-04-06 16:00:00,4.0,3.0,4.0,1.0,2.0,0.0,2.8
728,2020-04-06 16:00:00,3.0,6.0,1.0,8.0,10.0,,5.6
1146,2020-04-06 16:00:00,3.0,3.0,3.0,2.0,3.0,1.0,2.8
1125,2020-04-06 16:00:00,3.0,4.0,2.0,1.0,2.0,1.0,2.4
1081,2020-04-06 16:00:00,4.0,3.0,3.0,2.0,3.0,1.0,3.0
1171,2020-04-06 16:00:00,3.0,4.0,4.0,3.0,3.0,1.0,3.4
1178,2020-04-06 16:00:00,3.0,2.0,3.0,2.0,5.0,0.0,3.0
912,2020-04-06 16:00:00,3.0,3.0,4.0,2.0,2.0,0.0,2.8
1024,2020-04-06 16:00:00,2.0,2.0,2.0,2.0,3.0,1.0,2.2
995,2020-04-06 16:05:00,4.0,3.0,3.0,1.0,4.0,1.0,3.0
600,2020-04-06 16:05:00,7.0,8.0,4.0,1.0,7.0,,5.4
1123,2020-04-06 16:05:00,3.0,3.0,3.0,2.0,4.0,1.0,3.0
1054,2020-04-06 16:05:00,3.0,3.0,3.0,2.0,5.0,0.0,3.2
1036,2020-04-06 16:05:00,3.0,3.0,3.0,2.0,3.0,1.0,2.8
1163,2020-04-06 16:05:00,5.0,4.0,2.0,3.0,3.0,1.0,3.4
1002,2020-04-06 16:05:00,1.0,2.0,3.0,3.0,3.0,0.0,2.4
1073,2020-04-06 16:05:00,4.0,4.0,2.0,2.0,3.0,1.0,3.0
1169,2020-04-06 16:05:00,4.0,4.0,3.0,2.0,2.0,0.0,3.0
3,2020-04-06 16:05:00,0.0,4.0,4.0,7.0,8.0,,4.6
979,2020-04-06 16:05:00,4.0,3.0,4.0,3.0,3.0,1.0,3.4
1128,2020-04-06 16:05:00,2.0,4.0,2.0,3.0,1.0,1.0,2.4
1031,2020-04-06 16:05:00,2.0,2.0,3.0,2.0,3.0,1.0,2.4
1195,2020-04-06 16:05:00,3.0,2.0,4.0,1.0,4.0,,2.8
1177,2020-04-06 16:05:00,2.0,2.0,2.0,3.0,4.0,1.0,2.6
1106,2020-04-06 16:05:00,3.0,2.0,3.0,2.0,2.0,1.0,2.4
672,2020-04-06 16:05:00,3.0,6.0,6.0,8.0,8.0,,6.2
971,2020-04-06 16:05:00,3.0,3.0,4.0,4.0,2.0,,3.2
1040,2020-04-06 16:05:00,3.0,3.0,3.0,1.0,3.0,,2.6
1197,2020-04-06 16:05:00,2.0,2.0,4.0,2.0,4.0,,2.8
1076,2020-04-06 16:05:00,2.0,2.0,3.0,3.0,3.0,0.0,2.6
457,2020-04-06 16:10:00,8.0,4.0,5.0,8.0,6.0,,6.2
966,2020-04-06 16:10:00,4.0,4.0,2.0,1.0,3.0,1.0,2.8
990,2020-04-06 16:10:00,3.0,4.0,4.0,3.0,3.0,,3.4
955,2020-04-06 16:10:00,4.0,2.0,3.0,1.0,3.0,-0.0,2.6
1131,2020-04-06 16:10:00,4.0,4.0,4.0,3.0,3.0,-0.0,3.6
1165,2020-04-06 16:10:00,2.0,4.0,3.0,1.0,3.0,1.0,2.6
876,2020-04-06 16:10:00,3.0,4.0,4.0,1.0,2.0,2.0,2.8
1211,2020-04-06 16:10:00,3.0,3.0,4.0,4.0,4.0,,3.6
1030,2020-04-06 16:10:00,3.0,3.0,3.0,2.0,2.0,0.0,2.6
1049,2020-04-06 16:10:00,3.0,3.0,3.0,3.0,2.0,0.0,2.8
1108,2020-04-06 16:10:00,3.0,3.0,3.0,2.0,3.0,0.0,2.8
1003,2020-04-06 16:10:00,3.0,3.0,3.0,3.0,2.0,0.0,2.8
1080,2020-04-06 16:10:00,4.0,2.0,3.0,2.0,5.0,1.0,3.2
996,2020-04-06 16:10:00,3.0,3.0,4.0,2.0,3.0,0.0,3.0
1202,2020-04-06 16:10:00,2.0,2.0,3.0,2.0,3.0,-0.0,2.4
1214,2020-04-06 16:10:00,2.0,3.0,3.0,3.0,4.0,,3.0
936,2020-04-06 16:10:00,4.0,2.0,1.0,1.0,3.0,2.0,2.2
1043,2020-04-06 16:10:00,3.0,3.0,3.0,2.0,3.0,,2.8
1212,2020-04-06 16:10:00,4.0,3.0,3.0,3.0,3.0,,3.2
1113,2020-04-06 16:10:00,2.0,2.0,4.0,2.0,4.0,-0.0,2.8
1141,2020-04-06 16:10:00,3.0,4.0,3.0,3.0,3.0,-0.0,3.2
1130,2020-04-06 16:15:00,3.0,2.0,4.0,2.0,3.0,-0.0,2.8
1166,2020-04-06 16:15:00,2.0,2.0,4.0,2.0,4.0,,2.8
1192,2020-04-06 16:15:00,3.0,3.0,3.0,1.0,3.0,,2.6
1135,2020-04-06 16:15:00,3.0,3.0,4.0,2.0,2.0,1.0,2.8
1042,2020-04-06 16:15:00,4.0,2.0,3.0,2.0,4.0,,3.0
1000,2020-04-06 16:15:00,3.0,4.0,5.0,2.0,2.0,1.0,3.2
1056,2020-04-06 16:15:00,4.0,2.0,3.0,2.0,3.0,1.0,2.8
1154,2020-04-06 16:15:00,3.0,3.0,2.0,2.0,2.0,1.0,2.4
1159,2020-04-06 16:15:00,3.0,3.0,3.0,2.0,4.0,1.0,3.0
1085,2020-04-06 16:15:00,3.0,2.0,3.0,2.0,4.0,1.0,2.8
924,2020-04-06 16:15:00,4.0,3.0,4.0,2.0,3.0,1.0,3.2
1078,2020-04-06 16:15:00,2.0,3.0,2.0,3.0,3.0,,2.6
1122,2020-04-06 16:15:00,3.0,3.0,3.0,1.0,2.0,1.0,2.4
973,2020-04-06 16:15:00,3.0,3.0,3.0,2.0,3.0,1.0,2.8
1145,2020-04-06 16:15:00,2.0,2.0,3.0,4.0,3.0,0.0,2.8
1162,2020-04-06 16:15:00,3.0,4.0,2.0,2.0,3.0,0.0,2.8
1069,2020-04-06 16:15:00,5.0,1.0,2.0,1.0,4.0,0.0,2.6
1173,2020-04-06 16:15:00,4.0,2.0,3.0,1.0,3.0,1.0,2.6
1204,2020-04-06 16:15:00,3.0,3.0,3.0,3.0,2.0,1.0,2.8
1117,2020-04-06 16:15:00,3.0,3.0,2.0,2.0,3.0,1.0,2.6
1172,2020-04-06 16:15:00,3.0,3.0,2.0,2.0,4.0,,2.8
1060,2020-04-06 16:15:00,5.0,3.0,3.0,3.0,2.0,1.0,3.2
982,2020-04-06 16:15:00,4.0,4.0,3.0,2.0,3.0,,3.2
845,2020-04-06 16:20:00,2.0,3.0,3.0,3.0,4.0,1.0,3.0
951,2020-04-06 16:20:00,3.0,3.0,3.0,1.0,3.0,2.0,2.6
1152,2020-04-06 16:20:00,3.0,2.0,2.0,2.0,3.0,,2.4
1016,2020-04-06 16:20:00,3.0,3.0,3.0,1.0,3.0,1.0,2.6
1012,2020-04-06 16:20:00,4.0,3.0,3.0,2.0,3.0,1.0,3.0
824,2020-04-06 16:20:00,10.0,4.0,3.0,5.0,9.0,,6.2
1021,2020-04-06 16:20:00,3.0,2.0,3.0,1.0,4.0,0.0,2.6
1025,2020-04-06 16:20:00,3.0,3.0,3.0,3.0,2.0,0.0,2.8
1007,2020-04-06 16:20:00,3.0,2.0,3.0,2.0,5.0,1.0,3.0
1116,2020-04-06 16:20:00,2.0,1.0,2.0,2.0,2.0,1.0,1.8
1101,2020-04-06 16:20:00,3.0,3.0,3.0,1.0,4.0,1.0,2.8
1071,2020-04-06 16:20:00,3.0,2.0,2.0,2.0,4.0,0.0,2.6
1079,2020-04-06 16:20:00,3.0,4.0,4.0,1.0,3.0,1.0,3.0
1048,2020-04-06 16:20:00,3.0,3.0,2.0,2.0,4.0,1.0,2.8
1065,2020-04-06 16:20:00,4.0,3.0,1.0,2.0,4.0,1.0,2.8
1158,2020-04-06 16:20:00,3.0,3.0,3.0,2.0,2.0,,2.6
945,2020-04-06 16:25:00,4.0,3.0,3.0,2.0,2.0,1.0,2.8
1180,2020-04-06 16:25:00,3.0,3.0,3.0,3.0,4.0,1.0,3.2
199,2020-04-06 16:25:00,9.0,6.0,0.0,2.0,10.0,,5.4
1170,2020-04-06 16:25:00,4.0,2.0,2.0,2.0,3.0,,2.6
1037,2020-04-06 16:25:00,3.0,3.0,2.0,3.0,2.0,1.0,2.6
882,2020-04-06 16:25:00,3.0,3.0,3.0,1.0,3.0,1.0,2.6
1185,2020-04-06 16:25:00,3.0,3.0,2.0,2.0,3.0,0.0,2.6
963,2020-04-06 16:25:00,5.0,3.0,3.0,1.0,4.0,2.0,3.2
962,2020-04-06 16:25:00,1.0,2.0,4.0,2.0,2.0,2.0,2.2
1090,2020-04-06 16:25:00,3.0,4.0,3.0,2.0,3.0,,3.0
1201,2020-04-06 16:30:00,3.0,3.0,3.0,2.0,3.0,,2.8
1086,2020-04-06 16:30:00,3.0,4.0,3.0,2.0,3.0,1.0,3.0
1187,2020-04-06 16:30:00,2.0,2.0,4.0,2.0,4.0,,2.8
972,2020-04-06 16:30:00,4.0,3.0,4.0,2.0,3.0,-0.0,3.2
1144,2020-04-06 16:30:00,4.0,4.0,3.0,3.0,3.0,,3.4
1193,2020-04-06 16:30:00,3.0,2.0,3.0,3.0,3.0,,2.8
977,2020-04-06 16:30:00,3.0,4.0,4.0,2.0,3.0,,3.2
1094,2020-04-06 16:30:00,3.0,3.0,3.0,3.0,3.0,1.0,3.0
