,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,median
371,2020-04-06 17:05:00,1.0,0.0,3.0,7.0,1.0,,2.4
469,2020-04-06 17:10:00,0.0,2.0,0.0,0.0,1.0,0.0,0.6
474,2020-04-06 17:15:00,0.0,3.0,0.0,0.0,0.0,-0.0,0.6
529,2020-04-06 17:15:00,-0.0,2.0,0.0,0.0,0.0,,0.4
541,2020-04-06 17:15:00,-0.0,2.0,-0.0,0.0,1.0,1.0,0.6
475,2020-04-06 17:20:00,-0.0,4.0,-0.0,-0.0,-0.0,1.0,0.8
524,2020-04-06 17:25:00,-0.0,3.0,0.0,0.0,1.0,0.0,0.8
533,2020-04-06 17:25:00,0.0,3.0,-0.0,0.0,1.0,1.0,0.8
531,2020-04-06 17:30:00,0.0,3.0,0.0,0.0,1.0,-0.0,0.8
507,2020-04-06 17:30:00,0.0,1.0,0.0,0.0,1.0,0.0,0.4
532,2020-04-06 17:40:00,0.0,1.0,0.0,0.0,-0.0,1.0,0.2
225,2020-04-06 17:40:00,8.0,0.0,4.0,6.0,7.0,,5.0
501,2020-04-06 17:45:00,0.0,2.0,0.0,0.0,1.0,-0.0,0.6
241,2020-04-06 17:45:00,1.0,8.0,6.0,1.0,2.0,,3.6
512,2020-04-06 17:45:00,-0.0,2.0,-0.0,1.0,1.0,1.0,0.8
516,2020-04-06 17:50:00,-0.0,2.0,0.0,1.0,2.0,1.0,1.0
520,2020-04-06 17:50:00,0.0,2.0,0.0,-0.0,0.0,1.0,0.4
489,2020-04-06 17:55:00,1.0,1.0,-0.0,0.0,2.0,-0.0,0.8
457,2020-04-06 17:55:00,1.0,1.0,1.0,0.0,0.0,0.0,0.6
481,2020-04-06 18:00:00,1.0,2.0,0.0,0.0,-0.0,1.0,0.6
460,2020-04-06 18:05:00,1.0,2.0,0.0,-0.0,1.0,1.0,0.8
456,2020-04-06 18:05:00,1.0,2.0,0.0,0.0,0.0,1.0,0.6
487,2020-04-06 18:15:00,-0.0,2.0,0.0,-0.0,1.0,-0.0,0.6
543,2020-04-06 18:15:00,0.0,2.0,0.0,-0.0,0.0,0.0,0.4
174,2020-04-06 18:20:00,3.0,7.0,10.0,0.0,0.0,,4.0
351,2020-04-06 18:20:00,4.0,8.0,9.0,6.0,9.0,,7.2
494,2020-04-06 18:25:00,0.0,2.0,0.0,0.0,-0.0,0.0,0.4
477,2020-04-06 18:30:00,0.0,2.0,0.0,1.0,2.0,1.0,1.0
528,2020-04-06 18:35:00,-0.0,3.0,1.0,0.0,2.0,0.0,1.2
500,2020-04-06 19:10:00,0.0,1.0,-0.0,0.0,1.0,0.0,0.4
250,2020-04-06 19:15:00,7.0,5.0,4.0,10.0,6.0,,6.4
105,2020-04-06 19:15:00,0.0,9.0,10.0,7.0,3.0,,5.8
485,2020-04-06 19:20:00,0.0,1.0,-0.0,0.0,1.0,0.0,0.4
454,2020-04-06 19:20:00,0.0,2.0,-0.0,-0.0,1.0,0.0,0.6
89,2020-04-06 19:20:00,7.0,9.0,7.0,7.0,8.0,,7.6
506,2020-04-06 19:20:00,0.0,1.0,0.0,0.0,1.0,1.0,0.4
505,2020-04-06 19:35:00,-0.0,2.0,0.0,-0.0,0.0,0.0,0.4
495,2020-04-06 19:35:00,-0.0,1.0,0.0,0.0,1.0,-0.0,0.4
330,2020-04-06 19:40:00,5.0,10.0,1.0,10.0,10.0,,7.2
526,2020-04-06 19:40:00,1.0,2.0,0.0,-0.0,1.0,0.0,0.8
372,2020-04-06 20:00:00,3.0,9.0,9.0,2.0,9.0,,6.4
346,2020-04-06 20:05:00,1.0,6.0,5.0,2.0,0.0,,2.8
411,2020-04-06 20:10:00,5.0,4.0,6.0,8.0,6.0,1.0,5.8
169,2020-04-06 20:10:00,10.0,5.0,8.0,7.0,1.0,,6.2
234,2020-04-06 20:25:00,2.0,0.0,6.0,3.0,6.0,1.0,3.4
78,2020-04-06 20:30:00,10.0,10.0,4.0,10.0,6.0,,8.0
341,2020-04-06 20:40:00,8.0,0.0,1.0,7.0,0.0,,3.2
499,2020-04-06 20:45:00,0.0,2.0,1.0,-0.0,1.0,0.0,0.8
447,2020-04-06 20:45:00,-0.0,2.0,0.0,-0.0,1.0,1.0,0.6
8,2020-04-06 21:05:00,1.0,10.0,10.0,3.0,3.0,,5.4
333,2020-04-06 21:05:00,9.0,7.0,9.0,10.0,9.0,0.0,8.8
168,2020-04-06 21:10:00,8.0,8.0,3.0,1.0,9.0,,5.8
173,2020-04-06 21:10:00,2.0,10.0,9.0,7.0,4.0,,6.4
242,2020-04-06 21:20:00,2.0,4.0,4.0,5.0,1.0,,3.2
451,2020-04-06 21:20:00,-0.0,2.0,-0.0,0.0,1.0,-0.0,0.6
204,2020-04-06 21:25:00,4.0,7.0,9.0,1.0,5.0,,5.2
68,2020-04-06 22:05:00,7.0,2.0,9.0,10.0,9.0,,7.4
479,2020-04-06 22:20:00,-0.0,0.0,1.0,-0.0,1.0,0.0,0.4
22,2020-04-06 22:35:00,1.0,2.0,1.0,7.0,10.0,,4.2
57,2020-04-06 22:40:00,4.0,0.0,9.0,8.0,4.0,,5.0
18,2020-04-06 22:45:00,2.0,2.0,8.0,4.0,9.0,,5.0
482,2020-04-06 22:50:00,1.0,2.0,-0.0,-0.0,1.0,-0.0,0.8
473,2020-04-06 22:50:00,-0.0,1.0,0.0,0.0,0.0,1.0,0.2
314,2020-04-06 22:55:00,1.0,8.0,9.0,5.0,3.0,,5.2
48,2020-04-06 23:25:00,5.0,0.0,8.0,6.0,8.0,,5.4
82,2020-04-06 23:25:00,8.0,6.0,2.0,3.0,9.0,,5.6
385,2020-04-06 23:40:00,5.0,6.0,0.0,2.0,4.0,,3.4
322,2020-04-06 23:40:00,4.0,7.0,10.0,10.0,1.0,,6.4
275,2020-04-06 23:50:00,5.0,1.0,10.0,4.0,7.0,,5.4
318,2020-04-06 23:50:00,3.0,10.0,6.0,9.0,10.0,,7.6
196,2020-04-07 00:05:00,9.0,10.0,10.0,0.0,5.0,,6.8
7,2020-04-07 00:10:00,7.0,8.0,1.0,10.0,8.0,,6.8
315,2020-04-07 00:20:00,2.0,10.0,2.0,7.0,10.0,1.0,6.2
109,2020-04-07 00:30:00,7.0,8.0,2.0,5.0,1.0,,4.6
425,2020-04-07 00:30:00,5.0,7.0,5.0,8.0,3.0,0.0,5.6
152,2020-04-07 00:35:00,8.0,8.0,9.0,5.0,9.0,,7.8
107,2020-04-07 00:45:00,7.0,1.0,6.0,10.0,9.0,,6.6
178,2020-04-07 01:10:00,8.0,9.0,4.0,3.0,4.0,,5.6
302,2020-04-07 01:10:00,4.0,9.0,10.0,5.0,8.0,0.0,7.2
288,2020-04-07 01:15:00,10.0,10.0,8.0,1.0,4.0,,6.6
197,2020-04-07 01:25:00,0.0,7.0,8.0,3.0,10.0,,5.6
246,2020-04-07 02:50:00,7.0,8.0,1.0,5.0,5.0,,5.2
284,2020-04-07 02:55:00,4.0,2.0,10.0,2.0,7.0,,5.0
478,2020-04-07 03:25:00,0.0,2.0,-0.0,0.0,1.0,-0.0,0.6
110,2020-04-07 03:40:00,1.0,0.0,4.0,10.0,4.0,0.0,3.8
279,2020-04-07 03:55:00,3.0,9.0,5.0,10.0,5.0,,6.4
150,2020-04-07 04:55:00,2.0,10.0,10.0,4.0,4.0,,6.0
51,2020-04-07 05:05:00,10.0,9.0,7.0,5.0,0.0,,6.2
297,2020-04-07 05:20:00,3.0,0.0,5.0,10.0,8.0,,5.2
200,2020-04-07 05:30:00,7.0,4.0,6.0,2.0,3.0,,4.4
64,2020-04-07 05:30:00,2.0,10.0,7.0,3.0,1.0,,4.6
420,2020-04-07 05:30:00,10.0,6.0,9.0,9.0,0.0,,6.8
227,2020-04-07 05:35:00,3.0,3.0,5.0,9.0,1.0,1.0,4.2
83,2020-04-07 05:35:00,4.0,10.0,9.0,2.0,10.0,1.0,7.0
199,2020-04-07 05:55:00,10.0,4.0,10.0,9.0,10.0,0.0,8.6
383,2020-04-07 06:25:00,2.0,10.0,1.0,3.0,3.0,,3.8
363,2020-04-07 06:30:00,3.0,7.0,0.0,3.0,2.0,,3.0
362,2020-04-07 07:00:00,9.0,2.0,10.0,7.0,6.0,1.0,6.8
11,2020-04-07 07:35:00,0.0,9.0,2.0,4.0,10.0,,5.0
429,2020-04-07 07:50:00,1.0,0.0,1.0,8.0,8.0,,3.6
244,2020-04-07 07:55:00,0.0,7.0,5.0,5.0,2.0,,3.8
339,2020-04-07 08:00:00,3.0,1.0,3.0,1.0,6.0,,2.8
164,2020-04-07 08:15:00,10.0,0.0,0.0,7.0,2.0,0.0,3.8
119,2020-04-07 08:15:00,2.0,5.0,8.0,6.0,4.0,,5.0
311,2020-04-07 08:30:00,4.0,1.0,5.0,9.0,4.0,,4.6
31,2020-04-07 08:40:00,0.0,0.0,3.0,3.0,10.0,,3.2
224,2020-04-07 08:50:00,10.0,6.0,0.0,6.0,10.0,,6.4
136,2020-04-07 08:55:00,4.0,5.0,9.0,10.0,9.0,,7.4
157,2020-04-07 09:10:00,9.0,1.0,5.0,2.0,5.0,,4.4
84,2020-04-07 09:10:00,6.0,9.0,10.0,4.0,7.0,1.0,7.2
276,2020-04-07 09:30:00,2.0,1.0,7.0,2.0,5.0,,3.4
287,2020-04-07 10:05:00,3.0,0.0,8.0,10.0,0.0,,4.2
112,2020-04-07 10:30:00,7.0,8.0,0.0,9.0,5.0,,5.8
327,2020-04-07 10:50:00,8.0,8.0,1.0,6.0,3.0,,5.2
259,2020-04-07 11:10:00,10.0,10.0,3.0,7.0,10.0,,8.0
72,2020-04-07 12:20:00,7.0,7.0,0.0,2.0,7.0,,4.6
290,2020-04-07 12:30:00,7.0,7.0,0.0,0.0,0.0,,2.8
378,2020-04-07 12:50:00,4.0,0.0,6.0,10.0,1.0,,4.2
34,2020-04-07 13:20:00,2.0,0.0,1.0,5.0,10.0,1.0,3.6
5,2020-04-07 13:30:00,4.0,6.0,7.0,6.0,4.0,,5.4
253,2020-04-07 13:40:00,4.0,8.0,10.0,10.0,10.0,,8.4
167,2020-04-07 14:10:00,5.0,9.0,0.0,4.0,6.0,,4.8
399,2020-04-07 14:20:00,6.0,10.0,7.0,2.0,7.0,,6.4
394,2020-04-07 15:00:00,0.0,1.0,4.0,6.0,6.0,,3.4
52,2020-04-07 15:00:00,8.0,5.0,4.0,4.0,0.0,,4.2
283,2020-04-07 15:35:00,6.0,0.0,7.0,5.0,2.0,1.0,4.0
210,2020-04-07 15:40:00,8.0,1.0,8.0,2.0,2.0,,4.2
328,2020-04-07 15:45:00,7.0,2.0,3.0,1.0,7.0,,4.0
88,2020-04-07 15:50:00,0.0,0.0,3.0,7.0,7.0,1.0,3.4
75,2020-04-07 16:10:00,0.0,9.0,0.0,9.0,9.0,,5.4
296,2020-04-07 16:10:00,6.0,10.0,0.0,5.0,1.0,,4.4
321,2020-04-07 17:05:00,3.0,3.0,0.0,9.0,2.0,,3.4
340,2020-04-07 17:10:00,1.0,10.0,4.0,2.0,9.0,,5.2
282,2020-04-07 17:15:00,7.0,9.0,6.0,9.0,9.0,0.0,8.0
40,2020-04-07 17:20:00,3.0,2.0,1.0,6.0,3.0,,3.0
233,2020-04-07 17:40:00,4.0,8.0,10.0,2.0,5.0,,5.8
405,2020-04-07 17:45:00,9.0,1.0,5.0,10.0,9.0,,6.8
267,2020-04-07 17:50:00,2.0,3.0,10.0,6.0,3.0,,4.8
74,2020-04-07 18:05:00,4.0,2.0,1.0,4.0,5.0,,3.2
56,2020-04-07 18:30:00,0.0,10.0,1.0,1.0,10.0,,4.4
115,2020-04-07 18:30:00,9.0,2.0,10.0,10.0,8.0,,7.8
39,2020-04-07 18:30:00,4.0,10.0,8.0,9.0,7.0,,7.6
218,2020-04-07 19:05:00,3.0,3.0,3.0,6.0,9.0,,4.8
348,2020-04-07 19:05:00,1.0,0.0,6.0,10.0,4.0,,4.2
312,2020-04-07 19:15:00,5.0,3.0,10.0,6.0,1.0,,5.0
73,2020-04-07 19:35:00,6.0,8.0,8.0,4.0,3.0,,5.8
416,2020-04-07 19:55:00,4.0,10.0,6.0,5.0,2.0,,5.4
273,2020-04-07 20:25:00,8.0,10.0,4.0,5.0,1.0,,5.6
33,2020-04-07 20:50:00,10.0,5.0,3.0,3.0,1.0,,4.4
217,2020-04-07 20:55:00,9.0,8.0,5.0,6.0,2.0,,6.0
337,2020-04-07 20:55:00,5.0,3.0,10.0,3.0,1.0,0.0,4.4
376,2020-04-07 21:00:00,6.0,3.0,3.0,1.0,5.0,,3.6
401,2020-04-07 21:40:00,5.0,10.0,7.0,1.0,1.0,,4.8
206,2020-04-07 21:50:00,5.0,10.0,10.0,0.0,3.0,,5.6
70,2020-04-07 22:30:00,2.0,7.0,0.0,8.0,0.0,,3.4
427,2020-04-07 22:35:00,8.0,0.0,10.0,9.0,10.0,,7.4
323,2020-04-07 22:35:00,0.0,7.0,10.0,3.0,6.0,,5.2
166,2020-04-07 22:40:00,7.0,10.0,10.0,10.0,1.0,,7.6
44,2020-04-07 22:55:00,10.0,2.0,8.0,1.0,1.0,,4.4
118,2020-04-07 23:00:00,5.0,10.0,8.0,10.0,5.0,,7.6
308,2020-04-07 23:00:00,8.0,1.0,5.0,8.0,5.0,,5.4
270,2020-04-07 23:15:00,10.0,9.0,10.0,3.0,0.0,1.0,6.4
134,2020-04-07 23:25:00,4.0,9.0,4.0,9.0,2.0,,5.6
249,2020-04-07 23:35:00,3.0,6.0,8.0,2.0,9.0,0.0,5.6
50,2020-04-07 23:40:00,4.0,7.0,9.0,10.0,4.0,0.0,6.8
140,2020-04-07 23:45:00,6.0,7.0,0.0,3.0,1.0,,3.4
47,2020-04-08 00:00:00,7.0,7.0,0.0,2.0,10.0,,5.2
49,2020-04-08 00:05:00,8.0,4.0,7.0,3.0,10.0,,6.4
205,2020-04-08 00:10:00,6.0,4.0,3.0,10.0,7.0,0.0,6.0
195,2020-04-08 00:20:00,10.0,6.0,3.0,9.0,1.0,,5.8
4,2020-04-08 00:25:00,9.0,2.0,6.0,6.0,6.0,0.0,5.8
361,2020-04-08 00:30:00,6.0,4.0,1.0,10.0,8.0,0.0,5.8
79,2020-04-08 01:45:00,9.0,2.0,7.0,0.0,9.0,1.0,5.4
67,2020-04-08 02:05:00,6.0,2.0,4.0,10.0,4.0,,5.2
220,2020-04-08 02:20:00,0.0,4.0,1.0,1.0,6.0,,2.4
226,2020-04-08 02:30:00,3.0,1.0,0.0,8.0,9.0,,4.2
286,2020-04-08 02:55:00,9.0,10.0,2.0,10.0,2.0,,6.6
281,2020-04-08 03:10:00,7.0,10.0,1.0,6.0,7.0,,6.2
159,2020-04-08 03:50:00,0.0,10.0,9.0,5.0,2.0,,5.2
433,2020-04-08 04:05:00,0.0,6.0,3.0,10.0,4.0,,4.6
66,2020-04-08 04:10:00,9.0,4.0,10.0,5.0,10.0,0.0,7.6
228,2020-04-08 04:15:00,2.0,1.0,10.0,3.0,10.0,,5.2
12,2020-04-08 04:20:00,4.0,4.0,3.0,5.0,8.0,,4.8
81,2020-04-08 04:25:00,10.0,3.0,2.0,10.0,9.0,,6.8
256,2020-04-08 04:50:00,5.0,10.0,10.0,3.0,5.0,,6.6
87,2020-04-08 05:10:00,2.0,10.0,9.0,8.0,0.0,,5.8
181,2020-04-08 05:10:00,10.0,5.0,8.0,10.0,9.0,,8.4
319,2020-04-08 05:20:00,6.0,7.0,2.0,9.0,7.0,,6.2
382,2020-04-08 05:30:00,0.0,0.0,2.0,6.0,1.0,0.0,1.8
356,2020-04-08 05:45:00,1.0,5.0,9.0,5.0,4.0,,4.8
188,2020-04-08 06:25:00,10.0,4.0,7.0,10.0,0.0,,6.2
326,2020-04-08 06:25:00,3.0,7.0,6.0,1.0,9.0,,5.2
248,2020-04-08 06:30:00,2.0,9.0,4.0,4.0,5.0,,4.8
430,2020-04-08 06:40:00,8.0,8.0,2.0,9.0,0.0,0.0,5.4
203,2020-04-08 07:50:00,1.0,10.0,6.0,7.0,4.0,,5.6
364,2020-04-08 08:00:00,1.0,9.0,1.0,6.0,0.0,,3.4
377,2020-04-08 08:10:00,10.0,4.0,2.0,6.0,10.0,0.0,6.4
232,2020-04-08 08:20:00,2.0,7.0,6.0,7.0,2.0,,4.8
154,2020-04-08 08:30:00,1.0,0.0,6.0,3.0,7.0,,3.4
1050,2020-04-08 08:35:00,3.0,6.0,3.0,0.0,2.0,-0.0,2.8
1003,2020-04-08 08:35:00,3.0,6.0,5.0,1.0,4.0,-0.0,3.8
549,2020-04-08 08:35:00,4.0,6.0,5.0,1.0,3.0,1.0,3.8
1093,2020-04-08 08:35:00,4.0,6.0,3.0,0.0,4.0,1.0,3.4
274,2020-04-08 08:35:00,0.0,0.0,6.0,9.0,7.0,,4.4
1092,2020-04-08 08:35:00,5.0,5.0,4.0,2.0,3.0,1.0,3.8
940,2020-04-08 08:40:00,5.0,6.0,3.0,1.0,3.0,2.0,3.6
742,2020-04-08 08:40:00,3.0,7.0,3.0,1.0,3.0,-0.0,3.4
584,2020-04-08 08:40:00,5.0,6.0,4.0,1.0,4.0,-0.0,4.0
576,2020-04-08 08:40:00,4.0,6.0,4.0,1.0,4.0,1.0,3.8
722,2020-04-08 08:40:00,4.0,5.0,5.0,2.0,3.0,2.0,3.8
619,2020-04-08 08:40:00,5.0,8.0,5.0,1.0,3.0,1.0,4.4
