,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,median
840,2020-04-06 03:05:00,0.0,9.0,8.0,6.0,10.0,,6.6
179,2020-04-06 03:15:00,10.0,10.0,10.0,2.0,6.0,,7.6
583,2020-04-06 03:35:00,9.0,1.0,0.0,8.0,9.0,,5.4
3,2020-04-06 03:35:00,4.0,8.0,7.0,10.0,9.0,,7.6
74,2020-04-06 03:40:00,1.0,10.0,5.0,9.0,7.0,,6.4
1033,2020-04-06 03:45:00,10.0,0.0,0.0,4.0,7.0,,4.2
869,2020-04-06 04:05:00,4.0,5.0,3.0,6.0,3.0,,4.2
43,2020-04-06 04:10:00,10.0,10.0,0.0,0.0,8.0,,5.6
960,2020-04-06 04:15:00,10.0,7.0,3.0,10.0,4.0,,6.8
283,2020-04-06 04:20:00,10.0,9.0,8.0,10.0,1.0,0.0,7.6
303,2020-04-06 04:30:00,10.0,8.0,10.0,2.0,1.0,,6.2
592,2020-04-06 04:30:00,6.0,4.0,4.0,3.0,10.0,0.0,5.4
319,2020-04-06 04:55:00,5.0,7.0,4.0,10.0,3.0,,5.8
436,2020-04-06 04:55:00,10.0,3.0,3.0,7.0,8.0,,6.2
875,2020-04-06 05:25:00,5.0,10.0,0.0,5.0,1.0,,4.2
421,2020-04-06 05:25:00,9.0,6.0,1.0,1.0,7.0,,4.8
787,2020-04-06 05:35:00,2.0,3.0,3.0,0.0,7.0,,3.0
247,2020-04-06 05:40:00,9.0,7.0,10.0,10.0,9.0,,9.0
484,2020-04-06 05:45:00,7.0,6.0,4.0,2.0,10.0,,5.8
237,2020-04-06 05:45:00,7.0,10.0,7.0,1.0,10.0,,7.0
86,2020-04-06 05:45:00,10.0,8.0,7.0,9.0,8.0,,8.4
362,2020-04-06 05:55:00,9.0,9.0,4.0,2.0,6.0,,6.0
70,2020-04-06 06:05:00,10.0,10.0,6.0,3.0,3.0,,6.4
680,2020-04-06 06:10:00,0.0,9.0,7.0,1.0,4.0,,4.2
16,2020-04-06 06:15:00,9.0,1.0,6.0,2.0,9.0,,5.4
605,2020-04-06 06:25:00,6.0,0.0,10.0,0.0,10.0,,5.2
394,2020-04-06 06:40:00,3.0,9.0,7.0,10.0,0.0,,5.8
936,2020-04-06 06:45:00,0.0,7.0,10.0,9.0,9.0,,7.0
1020,2020-04-06 06:55:00,0.0,10.0,8.0,1.0,4.0,1.0,4.6
365,2020-04-06 06:55:00,0.0,1.0,10.0,1.0,7.0,,3.8
217,2020-04-06 07:00:00,7.0,0.0,9.0,1.0,4.0,,4.2
76,2020-04-06 07:00:00,9.0,3.0,6.0,1.0,2.0,,4.2
984,2020-04-06 07:00:00,0.0,8.0,8.0,1.0,5.0,,4.4
58,2020-04-06 07:05:00,9.0,10.0,10.0,3.0,5.0,,7.4
320,2020-04-06 07:10:00,10.0,4.0,10.0,4.0,8.0,,7.2
395,2020-04-06 07:10:00,3.0,6.0,1.0,10.0,4.0,,4.8
905,2020-04-06 07:15:00,10.0,0.0,6.0,10.0,9.0,1.0,7.0
195,2020-04-06 07:20:00,3.0,10.0,4.0,10.0,10.0,0.0,7.4
806,2020-04-06 07:25:00,9.0,8.0,9.0,0.0,4.0,,6.0
198,2020-04-06 07:30:00,2.0,8.0,7.0,8.0,4.0,0.0,5.8
402,2020-04-06 07:35:00,6.0,0.0,5.0,1.0,5.0,,3.4
732,2020-04-06 07:35:00,5.0,9.0,10.0,5.0,10.0,0.0,7.8
13,2020-04-06 07:55:00,3.0,0.0,1.0,10.0,9.0,0.0,4.6
589,2020-04-06 08:05:00,5.0,10.0,3.0,10.0,3.0,,6.2
815,2020-04-06 08:15:00,2.0,5.0,5.0,1.0,2.0,,3.0
33,2020-04-06 08:20:00,6.0,7.0,10.0,0.0,7.0,,6.0
340,2020-04-06 08:25:00,8.0,2.0,5.0,4.0,4.0,,4.6
9,2020-04-06 08:35:00,8.0,10.0,0.0,4.0,4.0,0.0,5.2
619,2020-04-06 08:40:00,4.0,0.0,5.0,0.0,1.0,,2.0
759,2020-04-06 08:40:00,8.0,7.0,10.0,2.0,0.0,,5.4
908,2020-04-06 08:50:00,4.0,6.0,10.0,10.0,4.0,0.0,6.8
678,2020-04-06 08:50:00,8.0,2.0,4.0,8.0,4.0,0.0,5.2
781,2020-04-06 08:50:00,2.0,7.0,10.0,7.0,6.0,,6.4
326,2020-04-06 08:55:00,0.0,10.0,2.0,10.0,4.0,,5.2
630,2020-04-06 09:05:00,0.0,9.0,2.0,7.0,6.0,1.0,4.8
483,2020-04-06 09:05:00,4.0,5.0,8.0,7.0,5.0,,5.8
128,2020-04-06 09:10:00,9.0,8.0,1.0,6.0,7.0,,6.2
878,2020-04-06 09:15:00,10.0,7.0,5.0,2.0,3.0,,5.4
374,2020-04-06 09:20:00,8.0,10.0,4.0,10.0,0.0,,6.4
992,2020-04-06 09:30:00,9.0,1.0,3.0,9.0,4.0,,5.2
246,2020-04-06 09:30:00,9.0,3.0,3.0,4.0,2.0,1.0,4.2
356,2020-04-06 09:30:00,5.0,2.0,5.0,10.0,9.0,,6.2
287,2020-04-06 09:35:00,7.0,6.0,4.0,6.0,3.0,,5.2
461,2020-04-06 09:35:00,0.0,9.0,1.0,6.0,5.0,,4.2
550,2020-04-06 09:45:00,10.0,10.0,1.0,4.0,6.0,,6.2
212,2020-04-06 09:50:00,10.0,1.0,9.0,1.0,3.0,,4.8
845,2020-04-06 10:00:00,4.0,5.0,2.0,10.0,0.0,,4.2
152,2020-04-06 10:00:00,4.0,0.0,10.0,7.0,7.0,,5.6
665,2020-04-06 10:05:00,0.0,0.0,10.0,9.0,2.0,,4.2
868,2020-04-06 10:20:00,7.0,4.0,9.0,6.0,5.0,,6.2
1007,2020-04-06 10:20:00,3.0,0.0,8.0,5.0,5.0,,4.2
745,2020-04-06 10:25:00,10.0,8.0,1.0,1.0,4.0,,4.8
49,2020-04-06 10:30:00,7.0,4.0,6.0,5.0,1.0,,4.6
442,2020-04-06 10:30:00,8.0,4.0,5.0,1.0,2.0,,4.0
458,2020-04-06 10:40:00,8.0,4.0,7.0,2.0,7.0,,5.6
933,2020-04-06 10:50:00,10.0,6.0,6.0,2.0,4.0,,5.6
162,2020-04-06 11:10:00,9.0,5.0,8.0,10.0,6.0,0.0,7.6
370,2020-04-06 11:15:00,10.0,6.0,8.0,9.0,4.0,,7.4
892,2020-04-06 11:15:00,3.0,2.0,2.0,8.0,5.0,,4.0
621,2020-04-06 11:25:00,3.0,1.0,7.0,10.0,10.0,,6.2
112,2020-04-06 11:40:00,10.0,7.0,5.0,10.0,0.0,,6.4
600,2020-04-06 11:45:00,1.0,8.0,6.0,0.0,3.0,,3.6
573,2020-04-06 12:05:00,7.0,4.0,6.0,7.0,9.0,,6.6
593,2020-04-06 12:20:00,2.0,7.0,2.0,2.0,7.0,,4.0
30,2020-04-06 12:25:00,10.0,1.0,2.0,10.0,6.0,,5.8
480,2020-04-06 12:30:00,10.0,2.0,2.0,10.0,1.0,,5.0
170,2020-04-06 12:30:00,4.0,7.0,2.0,1.0,7.0,0.0,4.2
35,2020-04-06 12:35:00,6.0,10.0,1.0,10.0,8.0,,7.0
305,2020-04-06 13:10:00,4.0,10.0,3.0,7.0,4.0,,5.6
612,2020-04-06 13:20:00,10.0,6.0,8.0,1.0,4.0,,5.8
1012,2020-04-06 13:20:00,4.0,2.0,2.0,9.0,6.0,0.0,4.6
37,2020-04-06 13:25:00,5.0,5.0,8.0,10.0,7.0,,7.0
387,2020-04-06 13:45:00,3.0,0.0,10.0,7.0,2.0,,4.4
902,2020-04-06 13:45:00,2.0,10.0,9.0,1.0,4.0,,5.2
514,2020-04-06 13:45:00,10.0,5.0,3.0,2.0,6.0,,5.2
758,2020-04-06 14:00:00,3.0,1.0,2.0,2.0,8.0,,3.2
642,2020-04-06 14:10:00,2.0,5.0,10.0,3.0,10.0,0.0,6.0
230,2020-04-06 14:10:00,2.0,1.0,2.0,4.0,1.0,,2.0
254,2020-04-06 14:20:00,7.0,3.0,10.0,7.0,10.0,,7.4
763,2020-04-06 14:20:00,3.0,4.0,2.0,10.0,7.0,,5.2
641,2020-04-06 14:20:00,0.0,7.0,4.0,1.0,5.0,,3.4
145,2020-04-06 14:30:00,2.0,8.0,1.0,4.0,4.0,1.0,3.8
1044,2020-04-06 14:35:00,1.0,0.0,2.0,-0.0,2.0,0.0,1.0
1072,2020-04-06 14:35:00,0.0,0.0,1.0,-0.0,3.0,1.0,0.8
1051,2020-04-06 14:35:00,0.0,1.0,1.0,-0.0,3.0,0.0,1.0
1098,2020-04-06 14:35:00,0.0,0.0,0.0,0.0,3.0,-0.0,0.6
245,2020-04-06 14:35:00,7.0,0.0,1.0,8.0,6.0,,4.4
1095,2020-04-06 14:40:00,0.0,0.0,1.0,1.0,3.0,2.0,1.0
1055,2020-04-06 14:40:00,0.0,0.0,1.0,0.0,3.0,1.0,0.8
1042,2020-04-06 14:40:00,0.0,-0.0,1.0,0.0,3.0,-0.0,0.8
1061,2020-04-06 14:45:00,0.0,0.0,1.0,1.0,3.0,0.0,1.0
1054,2020-04-06 14:45:00,0.0,1.0,1.0,0.0,4.0,-0.0,1.2
1065,2020-04-06 14:45:00,1.0,0.0,1.0,0.0,3.0,-0.0,1.0
1069,2020-04-06 14:45:00,1.0,0.0,1.0,-0.0,3.0,0.0,1.0
1068,2020-04-06 14:45:00,-0.0,0.0,1.0,0.0,2.0,0.0,0.6
1079,2020-04-06 14:45:00,0.0,0.0,0.0,0.0,3.0,0.0,0.6
1099,2020-04-06 14:45:00,0.0,-0.0,1.0,0.0,2.0,-0.0,0.6
225,2020-04-06 14:45:00,3.0,6.0,8.0,9.0,10.0,1.0,7.2
1081,2020-04-06 14:45:00,0.0,0.0,-0.0,0.0,3.0,0.0,0.6
1059,2020-04-06 14:50:00,1.0,0.0,2.0,0.0,3.0,-0.0,1.2
1097,2020-04-06 14:50:00,1.0,0.0,2.0,-0.0,3.0,0.0,1.2
1041,2020-04-06 14:50:00,1.0,1.0,1.0,-0.0,4.0,-0.0,1.4
1077,2020-04-06 14:50:00,0.0,0.0,1.0,0.0,4.0,1.0,1.0
1093,2020-04-06 14:50:00,0.0,1.0,1.0,2.0,4.0,0.0,1.6
1013,2020-04-06 14:50:00,5.0,3.0,1.0,3.0,5.0,,3.4
1070,2020-04-06 14:55:00,1.0,0.0,1.0,1.0,3.0,0.0,1.2
452,2020-04-06 14:55:00,4.0,5.0,3.0,0.0,0.0,,2.4
1078,2020-04-06 14:55:00,0.0,0.0,2.0,0.0,3.0,0.0,1.0
1090,2020-04-06 14:55:00,-0.0,0.0,0.0,0.0,3.0,0.0,0.6
1085,2020-04-06 14:55:00,0.0,-0.0,0.0,0.0,2.0,0.0,0.4
1050,2020-04-06 14:55:00,1.0,2.0,-0.0,0.0,4.0,0.0,1.4
1094,2020-04-06 15:00:00,0.0,0.0,1.0,0.0,4.0,0.0,1.0
1067,2020-04-06 15:00:00,1.0,-0.0,1.0,-0.0,4.0,1.0,1.2
1057,2020-04-06 15:00:00,2.0,0.0,1.0,-0.0,3.0,0.0,1.2
1063,2020-04-06 15:00:00,1.0,1.0,-0.0,1.0,4.0,-0.0,1.4
1074,2020-04-06 15:05:00,0.0,0.0,-0.0,1.0,3.0,-0.0,0.8
1056,2020-04-06 15:05:00,-0.0,1.0,1.0,-0.0,3.0,1.0,1.0
1083,2020-04-06 15:05:00,0.0,0.0,2.0,0.0,3.0,-0.0,1.0
1075,2020-04-06 15:05:00,0.0,0.0,-0.0,0.0,2.0,0.0,0.4
1043,2020-04-06 15:10:00,-0.0,0.0,0.0,0.0,3.0,0.0,0.6
1045,2020-04-06 15:10:00,0.0,-0.0,1.0,-0.0,3.0,0.0,0.8
1053,2020-04-06 15:10:00,0.0,-0.0,2.0,0.0,2.0,0.0,0.8
1084,2020-04-06 15:10:00,0.0,1.0,-0.0,-0.0,4.0,0.0,1.0
1087,2020-04-06 15:20:00,1.0,0.0,2.0,0.0,3.0,-0.0,1.2
1060,2020-04-06 15:20:00,1.0,0.0,0.0,1.0,2.0,0.0,0.8
1066,2020-04-06 15:20:00,0.0,0.0,2.0,1.0,3.0,0.0,1.2
1088,2020-04-06 15:20:00,1.0,1.0,1.0,-0.0,3.0,0.0,1.2
1046,2020-04-06 15:25:00,0.0,0.0,2.0,-0.0,3.0,0.0,1.0
805,2020-04-06 15:25:00,10.0,6.0,2.0,5.0,6.0,,5.8
140,2020-04-06 15:25:00,10.0,5.0,3.0,3.0,10.0,,6.2
1101,2020-04-06 15:25:00,0.0,-0.0,2.0,0.0,3.0,0.0,1.0
1089,2020-04-06 15:25:00,1.0,1.0,1.0,0.0,3.0,-0.0,1.2
901,2020-04-06 15:30:00,0.0,8.0,1.0,6.0,1.0,0.0,3.2
1086,2020-04-06 15:30:00,-0.0,0.0,1.0,0.0,3.0,1.0,0.8
1062,2020-04-06 15:30:00,0.0,1.0,1.0,-0.0,2.0,-0.0,0.8
1052,2020-04-06 15:30:00,1.0,0.0,2.0,-0.0,4.0,-0.0,1.4
692,2020-04-06 15:35:00,10.0,10.0,7.0,1.0,5.0,,6.6
1105,2020-04-06 15:35:00,0.0,0.0,0.0,0.0,4.0,-0.0,0.8
1058,2020-04-06 15:35:00,0.0,-0.0,0.0,0.0,3.0,0.0,0.6
1096,2020-04-06 15:45:00,0.0,2.0,2.0,0.0,4.0,0.0,1.6
1049,2020-04-06 15:50:00,-0.0,2.0,0.0,0.0,3.0,0.0,1.0
1107,2020-04-06 15:55:00,1.0,0.0,1.0,0.0,2.0,1.0,0.8
1048,2020-04-06 15:55:00,-0.0,1.0,2.0,1.0,2.0,0.0,1.2
1123,2020-04-06 16:00:00,1.0,0.0,1.0,1.0,2.0,-0.0,1.0
1277,2020-04-06 16:00:00,0.0,0.0,0.0,1.0,2.0,0.0,0.6
1271,2020-04-06 16:00:00,0.0,1.0,1.0,0.0,2.0,0.0,0.8
1215,2020-04-06 16:00:00,0.0,0.0,1.0,-0.0,2.0,-0.0,0.6
1354,2020-04-06 16:00:00,1.0,0.0,2.0,0.0,4.0,0.0,1.4
1148,2020-04-06 16:00:00,0.0,-0.0,1.0,0.0,3.0,-0.0,0.8
1137,2020-04-06 16:00:00,-0.0,-0.0,1.0,-0.0,3.0,0.0,0.8
1358,2020-04-06 16:00:00,-0.0,0.0,2.0,0.0,2.0,0.0,0.8
1325,2020-04-06 16:00:00,0.0,-0.0,2.0,1.0,3.0,0.0,1.2
1252,2020-04-06 16:00:00,0.0,0.0,1.0,-0.0,3.0,-0.0,0.8
1082,2020-04-06 16:00:00,0.0,1.0,2.0,1.0,4.0,0.0,1.6
1256,2020-04-06 16:00:00,0.0,0.0,1.0,0.0,3.0,0.0,0.8
1165,2020-04-06 16:05:00,0.0,0.0,1.0,0.0,3.0,0.0,0.8
1364,2020-04-06 16:05:00,0.0,-0.0,1.0,0.0,3.0,0.0,0.8
1133,2020-04-06 16:05:00,0.0,1.0,1.0,0.0,3.0,0.0,1.0
1303,2020-04-06 16:05:00,0.0,0.0,1.0,-0.0,4.0,0.0,1.0
1132,2020-04-06 16:05:00,0.0,0.0,1.0,0.0,3.0,0.0,0.8
1347,2020-04-06 16:05:00,0.0,0.0,1.0,0.0,3.0,0.0,0.8
1214,2020-04-06 16:05:00,0.0,0.0,1.0,0.0,2.0,1.0,0.6
1247,2020-04-06 16:05:00,-0.0,0.0,1.0,0.0,4.0,0.0,1.0
1332,2020-04-06 16:05:00,-0.0,0.0,2.0,-0.0,3.0,0.0,1.0
1211,2020-04-06 16:05:00,0.0,-0.0,1.0,0.0,4.0,-0.0,1.0
1110,2020-04-06 16:05:00,0.0,-0.0,0.0,0.0,3.0,0.0,0.6
1150,2020-04-06 16:05:00,0.0,0.0,1.0,0.0,4.0,0.0,1.0
1245,2020-04-06 16:05:00,0.0,-0.0,0.0,0.0,3.0,0.0,0.6
1348,2020-04-06 16:05:00,1.0,0.0,-0.0,0.0,3.0,1.0,0.8
1116,2020-04-06 16:05:00,1.0,0.0,1.0,0.0,3.0,1.0,1.0
1317,2020-04-06 16:05:00,0.0,0.0,0.0,1.0,4.0,0.0,1.0
1257,2020-04-06 16:05:00,-0.0,0.0,1.0,0.0,3.0,0.0,0.8
1316,2020-04-06 16:05:00,-0.0,1.0,2.0,0.0,3.0,0.0,1.2
1160,2020-04-06 16:10:00,-0.0,-0.0,1.0,-0.0,4.0,1.0,1.0
1314,2020-04-06 16:10:00,0.0,1.0,1.0,0.0,2.0,1.0,0.8
1363,2020-04-06 16:10:00,0.0,0.0,1.0,0.0,2.0,0.0,0.6
1343,2020-04-06 16:10:00,0.0,0.0,-0.0,0.0,3.0,-0.0,0.6
1330,2020-04-06 16:10:00,0.0,1.0,1.0,-0.0,3.0,0.0,1.0
1313,2020-04-06 16:10:00,-0.0,0.0,1.0,0.0,2.0,0.0,0.6
337,2020-04-06 16:10:00,0.0,1.0,4.0,4.0,8.0,,3.4
1341,2020-04-06 16:10:00,0.0,-0.0,1.0,-0.0,3.0,1.0,0.8
1334,2020-04-06 16:10:00,-0.0,0.0,1.0,-0.0,3.0,0.0,0.8
1309,2020-04-06 16:10:00,0.0,0.0,-0.0,-0.0,2.0,0.0,0.4
1170,2020-04-06 16:10:00,0.0,-0.0,1.0,0.0,3.0,-0.0,0.8
1228,2020-04-06 16:10:00,1.0,0.0,1.0,1.0,4.0,1.0,1.4
1071,2020-04-06 16:10:00,0.0,0.0,1.0,0.0,4.0,0.0,1.0
1130,2020-04-06 16:10:00,-0.0,0.0,1.0,0.0,3.0,,0.8
1223,2020-04-06 16:10:00,1.0,-0.0,1.0,-0.0,2.0,0.0,0.8
1263,2020-04-06 16:10:00,-0.0,1.0,2.0,0.0,4.0,0.0,1.4
1080,2020-04-06 16:10:00,-0.0,0.0,1.0,0.0,4.0,-0.0,1.0
1251,2020-04-06 16:10:00,0.0,0.0,-0.0,1.0,2.0,-0.0,0.6
1218,2020-04-06 16:10:00,0.0,1.0,1.0,0.0,2.0,0.0,0.8
1230,2020-04-06 16:10:00,0.0,-0.0,1.0,0.0,3.0,0.0,0.8
1124,2020-04-06 16:10:00,0.0,-0.0,2.0,-0.0,5.0,0.0,1.4
1108,2020-04-06 16:10:00,0.0,-0.0,-0.0,0.0,4.0,0.0,0.8
1267,2020-04-06 16:10:00,-0.0,-0.0,2.0,-0.0,3.0,0.0,1.0
1109,2020-04-06 16:10:00,0.0,-0.0,1.0,-0.0,3.0,0.0,0.8
1102,2020-04-06 16:10:00,0.0,0.0,2.0,0.0,4.0,0.0,1.2
1199,2020-04-06 16:15:00,0.0,1.0,1.0,0.0,3.0,-0.0,1.0
270,2020-04-06 16:15:00,7.0,10.0,7.0,9.0,4.0,,7.4
1255,2020-04-06 16:15:00,0.0,1.0,2.0,1.0,4.0,1.0,1.6
1182,2020-04-06 16:15:00,-0.0,0.0,1.0,0.0,4.0,1.0,1.0
1113,2020-04-06 16:15:00,1.0,1.0,2.0,-0.0,2.0,0.0,1.2
1373,2020-04-06 16:15:00,0.0,-0.0,2.0,0.0,2.0,0.0,0.8
1147,2020-04-06 16:15:00,1.0,1.0,0.0,0.0,3.0,0.0,1.0
1173,2020-04-06 16:15:00,1.0,-0.0,1.0,-0.0,4.0,-0.0,1.2
1240,2020-04-06 16:15:00,0.0,0.0,0.0,-0.0,2.0,1.0,0.4
1239,2020-04-06 16:15:00,0.0,-0.0,3.0,-0.0,4.0,1.0,1.4
1235,2020-04-06 16:15:00,0.0,1.0,2.0,0.0,3.0,1.0,1.2
1076,2020-04-06 16:15:00,0.0,1.0,1.0,0.0,4.0,0.0,1.2
1219,2020-04-06 16:15:00,0.0,0.0,2.0,0.0,2.0,-0.0,0.8
1225,2020-04-06 16:15:00,0.0,1.0,1.0,0.0,3.0,-0.0,1.0
292,2020-04-06 16:15:00,2.0,7.0,2.0,7.0,1.0,,3.8
1260,2020-04-06 16:15:00,1.0,1.0,-0.0,0.0,3.0,0.0,1.0
1327,2020-04-06 16:15:00,0.0,-0.0,2.0,0.0,3.0,1.0,1.0
1262,2020-04-06 16:15:00,-0.0,0.0,1.0,0.0,3.0,1.0,0.8
1205,2020-04-06 16:15:00,0.0,0.0,1.0,-0.0,4.0,0.0,1.0
1282,2020-04-06 16:15:00,0.0,0.0,1.0,0.0,2.0,-0.0,0.6
1121,2020-04-06 16:15:00,1.0,0.0,1.0,0.0,3.0,-0.0,1.0
1312,2020-04-06 16:15:00,0.0,0.0,0.0,0.0,3.0,1.0,0.6
1315,2020-04-06 16:20:00,0.0,0.0,1.0,-0.0,3.0,-0.0,0.8
1351,2020-04-06 16:20:00,1.0,0.0,-0.0,0.0,3.0,-0.0,0.8
1172,2020-04-06 16:20:00,-0.0,0.0,2.0,1.0,4.0,-0.0,1.4
1287,2020-04-06 16:20:00,1.0,0.0,1.0,-0.0,3.0,1.0,1.0
1374,2020-04-06 16:20:00,-0.0,0.0,1.0,1.0,2.0,-0.0,0.8
1336,2020-04-06 16:20:00,1.0,0.0,0.0,-0.0,2.0,1.0,0.6
1073,2020-04-06 16:20:00,-0.0,-0.0,1.0,0.0,2.0,0.0,0.6
1134,2020-04-06 16:20:00,0.0,-0.0,1.0,0.0,3.0,0.0,0.8
1163,2020-04-06 16:20:00,-0.0,-0.0,1.0,0.0,3.0,,0.8
1212,2020-04-06 16:20:00,0.0,-0.0,2.0,0.0,3.0,-0.0,1.0
1157,2020-04-06 16:20:00,-0.0,-0.0,2.0,1.0,4.0,0.0,1.4
1272,2020-04-06 16:20:00,1.0,1.0,1.0,0.0,5.0,0.0,1.6
1299,2020-04-06 16:20:00,1.0,0.0,1.0,2.0,3.0,1.0,1.4
1200,2020-04-06 16:20:00,0.0,0.0,3.0,0.0,2.0,-0.0,1.0
1221,2020-04-06 16:20:00,0.0,-0.0,-0.0,0.0,3.0,-0.0,0.6
1266,2020-04-06 16:20:00,1.0,0.0,1.0,1.0,3.0,0.0,1.2
1152,2020-04-06 16:20:00,-0.0,0.0,1.0,1.0,2.0,-0.0,0.8
1164,2020-04-06 16:20:00,1.0,0.0,1.0,0.0,4.0,-0.0,1.2
1361,2020-04-06 16:20:00,0.0,0.0,0.0,-0.0,5.0,-0.0,1.0
1253,2020-04-06 16:20:00,-0.0,-0.0,0.0,0.0,3.0,0.0,0.6
1350,2020-04-06 16:25:00,0.0,0.0,1.0,0.0,4.0,1.0,1.0
1117,2020-04-06 16:25:00,-0.0,0.0,1.0,-0.0,3.0,-0.0,0.8
1302,2020-04-06 16:25:00,0.0,0.0,2.0,1.0,2.0,0.0,1.0
1342,2020-04-06 16:25:00,1.0,1.0,1.0,0.0,3.0,-0.0,1.2
1246,2020-04-06 16:25:00,0.0,0.0,1.0,-0.0,4.0,1.0,1.0
1189,2020-04-06 16:25:00,0.0,0.0,0.0,0.0,3.0,-0.0,0.6
1103,2020-04-06 16:25:00,0.0,-0.0,1.0,-0.0,3.0,0.0,0.8
1353,2020-04-06 16:25:00,-0.0,0.0,2.0,0.0,3.0,0.0,1.0
1295,2020-04-06 16:25:00,-0.0,0.0,1.0,0.0,3.0,0.0,0.8
1176,2020-04-06 16:25:00,-0.0,0.0,2.0,0.0,2.0,-0.0,0.8
1151,2020-04-06 16:25:00,-0.0,0.0,1.0,0.0,3.0,0.0,0.8
253,2020-04-06 16:25:00,1.0,5.0,7.0,1.0,9.0,,4.6
1186,2020-04-06 16:25:00,-0.0,0.0,0.0,0.0,3.0,-0.0,0.6
1185,2020-04-06 16:25:00,0.0,1.0,1.0,1.0,4.0,1.0,1.4
1286,2020-04-06 16:25:00,0.0,1.0,1.0,1.0,3.0,-0.0,1.2
1292,2020-04-06 16:25:00,0.0,0.0,-0.0,0.0,3.0,0.0,0.6
1181,2020-04-06 16:25:00,1.0,0.0,1.0,0.0,2.0,1.0,0.8
1269,2020-04-06 16:25:00,-0.0,0.0,1.0,0.0,2.0,0.0,0.6
1281,2020-04-06 16:25:00,-0.0,-0.0,1.0,0.0,3.0,1.0,0.8
1025,2020-04-06 16:30:00,0.0,6.0,10.0,9.0,1.0,0.0,5.2
1360,2020-04-06 16:30:00,0.0,0.0,0.0,-0.0,3.0,-0.0,0.6
1298,2020-04-06 16:30:00,-0.0,0.0,1.0,2.0,3.0,0.0,1.2
1092,2020-04-06 16:30:00,2.0,1.0,1.0,1.0,3.0,0.0,1.6
1206,2020-04-06 16:30:00,-0.0,1.0,2.0,-0.0,3.0,,1.2
867,2020-04-06 16:30:00,9.0,1.0,3.0,6.0,9.0,,5.6
1115,2020-04-06 16:30:00,1.0,0.0,0.0,0.0,2.0,1.0,0.6
1254,2020-04-06 16:30:00,0.0,0.0,2.0,1.0,3.0,0.0,1.2
1208,2020-04-06 16:30:00,-0.0,-0.0,1.0,0.0,2.0,1.0,0.6
1128,2020-04-06 16:30:00,-0.0,-0.0,1.0,1.0,3.0,-0.0,1.0
1250,2020-04-06 16:30:00,0.0,-0.0,2.0,1.0,2.0,-0.0,1.0
1376,2020-04-06 16:30:00,1.0,0.0,1.0,1.0,3.0,0.0,1.2
1307,2020-04-06 16:30:00,0.0,0.0,1.0,1.0,3.0,-0.0,1.0
1237,2020-04-06 16:30:00,-0.0,-0.0,1.0,0.0,3.0,1.0,0.8
1192,2020-04-06 16:30:00,0.0,0.0,0.0,1.0,2.0,0.0,0.6
1202,2020-04-06 16:30:00,0.0,-0.0,1.0,0.0,4.0,1.0,1.0
1180,2020-04-06 16:35:00,1.0,0.0,1.0,0.0,3.0,0.0,1.0
1213,2020-04-06 16:35:00,0.0,1.0,1.0,1.0,3.0,0.0,1.2
1268,2020-04-06 16:35:00,-0.0,0.0,0.0,-0.0,3.0,-0.0,0.6
