,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,median
43,2020-04-08 12:20:00,,8.0,6.0,,,4.0,
151,2020-04-08 12:25:00,,7.0,5.0,,,1.0,
0,2020-04-08 12:25:00,,1.0,3.0,,,,
16,2020-04-08 12:30:00,,9.0,6.0,,,5.0,
85,2020-04-08 12:35:00,,8.0,6.0,,,5.0,
72,2020-04-08 12:50:00,,8.0,6.0,,,5.0,
79,2020-04-08 13:00:00,,7.0,7.0,,,5.0,
152,2020-04-08 13:15:00,,8.0,7.0,6.0,,-0.0,
124,2020-04-08 15:15:00,,8.0,7.0,,,5.0,
90,2020-04-08 15:35:00,,8.0,6.0,,,3.0,
134,2020-04-08 16:25:00,,8.0,6.0,,,6.0,
33,2020-04-08 16:50:00,,9.0,5.0,,,4.0,
7,2020-04-08 17:45:00,,10.0,10.0,,,0.0,
165,2020-04-09 15:25:00,,8.0,5.0,,,4.0,
161,2020-04-09 15:45:00,,9.0,6.0,,,5.0,
158,2020-04-09 15:45:00,,8.0,6.0,,,4.0,
160,2020-04-09 16:05:00,,8.0,6.0,,,3.0,
164,2020-04-09 16:10:00,,8.0,6.0,,,5.0,
169,2020-04-09 16:15:00,,7.0,7.0,,,4.0,
172,2020-04-09 16:20:00,,9.0,6.0,,,4.0,
167,2020-04-09 16:35:00,,7.0,6.0,,,4.0,
168,2020-04-09 16:45:00,,7.0,7.0,,,6.0,
170,2020-04-09 17:00:00,,8.0,7.0,,,4.0,
163,2020-04-09 17:05:00,,8.0,6.0,,,3.0,
166,2020-04-09 17:20:00,,8.0,6.0,,,5.0,
159,2020-04-09 17:20:00,,8.0,6.0,,,5.0,
156,2020-04-09 17:25:00,,8.0,6.0,,,4.0,
171,2020-04-09 17:30:00,,7.0,7.0,,,4.0,
157,2020-04-09 18:05:00,,8.0,7.0,,,4.0,
162,2020-04-09 18:10:00,,8.0,7.0,,,4.0,
6,2020-04-09 23:10:00,,10.0,0.0,,,,
10,2020-04-10 19:40:00,,10.0,2.0,,,0.0,
1,2020-04-10 20:55:00,,10.0,0.0,,,,
