,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,median
30,2020-04-06 13:35:00,8.0,1.0,10.0,,2.0,,
369,2020-04-06 13:55:00,3.0,4.0,8.0,,3.0,,
117,2020-04-06 14:10:00,2.0,4.0,3.0,,9.0,,
207,2020-04-06 14:20:00,5.0,10.0,8.0,,10.0,,
477,2020-04-06 14:35:00,3.0,0.0,-0.0,,2.0,0.0,
494,2020-04-06 14:35:00,2.0,0.0,0.0,,2.0,1.0,
482,2020-04-06 14:40:00,2.0,0.0,-0.0,,3.0,1.0,
471,2020-04-06 14:40:00,3.0,-0.0,0.0,,2.0,-0.0,
479,2020-04-06 14:45:00,3.0,0.0,1.0,,3.0,-0.0,
474,2020-04-06 14:45:00,3.0,0.0,1.0,,4.0,0.0,
480,2020-04-06 14:45:00,3.0,1.0,0.0,,4.0,-0.0,
485,2020-04-06 14:50:00,3.0,0.0,0.0,,4.0,1.0,
487,2020-04-06 14:55:00,4.0,0.0,-0.0,,2.0,0.0,
484,2020-04-06 15:00:00,2.0,0.0,0.0,,3.0,1.0,
486,2020-04-06 15:10:00,3.0,0.0,-0.0,,4.0,1.0,
473,2020-04-06 15:10:00,4.0,0.0,0.0,,2.0,0.0,
476,2020-04-06 15:10:00,3.0,0.0,0.0,,2.0,0.0,
434,2020-04-06 15:15:00,4.0,10.0,7.0,,6.0,,
137,2020-04-06 15:15:00,9.0,3.0,10.0,,0.0,,
227,2020-04-06 15:15:00,9.0,8.0,3.0,,6.0,,
472,2020-04-06 15:20:00,3.0,0.0,0.0,,3.0,-0.0,
244,2020-04-06 15:25:00,10.0,8.0,7.0,,4.0,,
130,2020-04-06 15:30:00,7.0,2.0,9.0,,5.0,,
483,2020-04-06 15:35:00,3.0,1.0,1.0,,2.0,-0.0,
460,2020-04-06 15:35:00,8.0,6.0,2.0,,8.0,,
481,2020-04-06 15:40:00,3.0,1.0,0.0,,2.0,2.0,
489,2020-04-06 15:45:00,3.0,0.0,1.0,,3.0,-0.0,
467,2020-04-06 15:45:00,2.0,0.0,1.0,,3.0,0.0,
180,2020-04-06 15:50:00,9.0,1.0,5.0,,5.0,0.0,
475,2020-04-06 15:55:00,2.0,0.0,0.0,,2.0,1.0,
492,2020-04-06 16:00:00,2.0,0.0,0.0,,3.0,2.0,
539,2020-04-06 16:00:00,3.0,-0.0,0.0,,2.0,0.0,
610,2020-04-06 16:00:00,4.0,-0.0,-0.0,,5.0,-0.0,
496,2020-04-06 16:05:00,3.0,-0.0,0.0,,2.0,-0.0,
528,2020-04-06 16:05:00,4.0,0.0,1.0,,3.0,0.0,
544,2020-04-06 16:05:00,3.0,-0.0,0.0,,3.0,-0.0,
488,2020-04-06 16:05:00,2.0,1.0,0.0,,4.0,2.0,
609,2020-04-06 16:05:00,3.0,1.0,-0.0,,3.0,-0.0,
468,2020-04-06 16:10:00,2.0,0.0,-0.0,,3.0,1.0,
574,2020-04-06 16:10:00,5.0,0.0,0.0,,3.0,-0.0,
505,2020-04-06 16:10:00,3.0,0.0,0.0,,3.0,0.0,
490,2020-04-06 16:10:00,3.0,-0.0,0.0,,4.0,0.0,
582,2020-04-06 16:10:00,3.0,0.0,0.0,,2.0,-0.0,
503,2020-04-06 16:10:00,3.0,0.0,1.0,,3.0,0.0,
519,2020-04-06 16:10:00,3.0,-0.0,1.0,,2.0,0.0,
498,2020-04-06 16:15:00,3.0,-0.0,-0.0,,2.0,-0.0,
507,2020-04-06 16:15:00,3.0,-0.0,1.0,,3.0,1.0,
298,2020-04-06 16:15:00,6.0,3.0,4.0,,8.0,,
601,2020-04-06 16:15:00,3.0,-0.0,0.0,1.0,3.0,-0.0,1.4
504,2020-04-06 16:15:00,3.0,0.0,0.0,,3.0,1.0,
567,2020-04-06 16:15:00,4.0,-0.0,0.0,,3.0,0.0,
558,2020-04-06 16:15:00,3.0,1.0,1.0,,4.0,0.0,
603,2020-04-06 16:15:00,3.0,0.0,0.0,,3.0,0.0,
597,2020-04-06 16:15:00,4.0,0.0,0.0,,3.0,0.0,
570,2020-04-06 16:20:00,3.0,2.0,0.0,,3.0,-0.0,
604,2020-04-06 16:20:00,3.0,1.0,1.0,,4.0,1.0,
593,2020-04-06 16:20:00,2.0,0.0,-0.0,,3.0,0.0,
608,2020-04-06 16:20:00,4.0,0.0,0.0,,4.0,0.0,
584,2020-04-06 16:20:00,5.0,-0.0,1.0,,2.0,-0.0,
469,2020-04-06 16:20:00,4.0,0.0,1.0,,3.0,-0.0,
512,2020-04-06 16:20:00,2.0,0.0,1.0,,3.0,-0.0,
564,2020-04-06 16:25:00,3.0,1.0,0.0,,3.0,0.0,
580,2020-04-06 16:25:00,4.0,0.0,0.0,,4.0,-0.0,
592,2020-04-06 16:25:00,3.0,0.0,0.0,,3.0,1.0,
588,2020-04-06 16:25:00,3.0,0.0,-0.0,,2.0,1.0,
549,2020-04-06 16:25:00,3.0,0.0,-0.0,,3.0,1.0,
470,2020-04-06 16:25:00,3.0,0.0,1.0,,3.0,0.0,
404,2020-04-06 16:25:00,10.0,9.0,2.0,,6.0,,
599,2020-04-06 16:25:00,3.0,-0.0,0.0,,3.0,-0.0,
575,2020-04-06 16:30:00,2.0,0.0,-0.0,,3.0,0.0,
466,2020-04-06 16:30:00,2.0,10.0,3.0,,6.0,,
500,2020-04-06 16:30:00,2.0,0.0,-0.0,,4.0,-0.0,
569,2020-04-06 16:30:00,3.0,2.0,0.0,,2.0,0.0,
530,2020-04-06 16:30:00,3.0,-0.0,-0.0,,4.0,0.0,
536,2020-04-06 16:30:00,3.0,0.0,0.0,,3.0,-0.0,
510,2020-04-06 16:30:00,2.0,-0.0,0.0,,1.0,-0.0,
231,2020-04-06 16:35:00,3.0,10.0,2.0,,6.0,,
595,2020-04-06 16:35:00,4.0,0.0,1.0,,4.0,1.0,
521,2020-04-06 16:35:00,2.0,1.0,-0.0,,3.0,0.0,
563,2020-04-06 16:35:00,3.0,-0.0,1.0,,3.0,1.0,
573,2020-04-06 16:35:00,3.0,0.0,-0.0,,4.0,0.0,
508,2020-04-06 16:35:00,3.0,0.0,0.0,,3.0,0.0,
546,2020-04-06 16:35:00,3.0,0.0,0.0,,3.0,0.0,
499,2020-04-06 16:35:00,2.0,-0.0,0.0,,2.0,1.0,
440,2020-04-06 16:35:00,1.0,10.0,0.0,,10.0,1.0,
565,2020-04-06 16:40:00,3.0,1.0,0.0,,3.0,0.0,
607,2020-04-06 16:40:00,3.0,0.0,2.0,,2.0,-0.0,
462,2020-04-06 16:40:00,10.0,5.0,4.0,,7.0,,
529,2020-04-06 16:40:00,3.0,-0.0,0.0,,4.0,1.0,
550,2020-04-06 16:45:00,2.0,0.0,0.0,,3.0,-0.0,
541,2020-04-06 16:45:00,4.0,0.0,0.0,,3.0,0.0,
605,2020-04-06 16:45:00,4.0,0.0,0.0,,3.0,1.0,
576,2020-04-06 16:45:00,5.0,1.0,0.0,,4.0,0.0,
568,2020-04-06 16:45:00,3.0,1.0,1.0,,2.0,-0.0,
556,2020-04-06 16:45:00,3.0,-0.0,0.0,,5.0,0.0,
551,2020-04-06 16:45:00,3.0,0.0,-0.0,,2.0,1.0,
589,2020-04-06 16:50:00,3.0,0.0,0.0,,2.0,0.0,
537,2020-04-06 16:50:00,2.0,-0.0,0.0,,2.0,-0.0,
591,2020-04-06 16:50:00,3.0,0.0,1.0,,3.0,-0.0,
598,2020-04-06 16:55:00,3.0,1.0,0.0,,3.0,-0.0,
67,2020-04-06 16:55:00,6.0,2.0,1.0,9.0,9.0,,5.4
542,2020-04-06 16:55:00,4.0,0.0,-0.0,,3.0,1.0,
547,2020-04-06 17:00:00,4.0,0.0,-0.0,,3.0,0.0,
587,2020-04-06 17:00:00,3.0,0.0,0.0,,2.0,1.0,
520,2020-04-06 17:00:00,4.0,-0.0,0.0,,3.0,0.0,
526,2020-04-06 17:00:00,3.0,-0.0,-0.0,,3.0,-0.0,
560,2020-04-06 17:00:00,4.0,1.0,0.0,,3.0,-0.0,
5,2020-04-06 17:00:00,2.0,7.0,3.0,,8.0,,
540,2020-04-06 17:00:00,3.0,1.0,0.0,,3.0,1.0,
523,2020-04-06 17:00:00,3.0,0.0,1.0,,2.0,0.0,
509,2020-04-06 17:05:00,2.0,-0.0,-0.0,,3.0,1.0,
493,2020-04-06 17:05:00,2.0,0.0,-0.0,,4.0,1.0,
518,2020-04-06 17:05:00,3.0,0.0,-0.0,,4.0,0.0,
538,2020-04-06 17:05:00,3.0,0.0,1.0,,3.0,0.0,
548,2020-04-06 17:05:00,4.0,1.0,0.0,,2.0,0.0,
590,2020-04-06 17:05:00,2.0,-0.0,0.0,,3.0,-0.0,
146,2020-04-06 17:10:00,7.0,10.0,10.0,,10.0,,
238,2020-04-06 17:10:00,8.0,10.0,9.0,3.0,4.0,0.0,6.8
566,2020-04-06 17:10:00,3.0,1.0,0.0,,4.0,0.0,
606,2020-04-06 17:15:00,4.0,-0.0,0.0,,2.0,0.0,
571,2020-04-06 17:15:00,4.0,0.0,0.0,,2.0,,
559,2020-04-06 17:15:00,3.0,-0.0,0.0,,4.0,0.0,
611,2020-04-06 17:15:00,2.0,0.0,0.0,,4.0,0.0,
478,2020-04-06 17:15:00,3.0,0.0,1.0,,4.0,1.0,
585,2020-04-06 17:20:00,2.0,2.0,-0.0,,3.0,0.0,
578,2020-04-06 17:20:00,3.0,1.0,1.0,,1.0,1.0,
124,2020-04-06 17:20:00,1.0,10.0,1.0,,1.0,,
513,2020-04-06 17:20:00,3.0,0.0,0.0,,3.0,0.0,
502,2020-04-06 17:20:00,3.0,1.0,1.0,,3.0,1.0,
506,2020-04-06 17:20:00,3.0,-0.0,-0.0,,3.0,-0.0,
495,2020-04-06 17:25:00,3.0,0.0,0.0,,3.0,0.0,
534,2020-04-06 17:25:00,3.0,-0.0,-0.0,,3.0,0.0,
557,2020-04-06 17:30:00,3.0,1.0,-0.0,,3.0,,
524,2020-04-06 17:30:00,4.0,0.0,1.0,,3.0,0.0,
525,2020-04-06 17:30:00,3.0,1.0,0.0,,4.0,1.0,
527,2020-04-06 17:30:00,3.0,0.0,0.0,,3.0,0.0,
262,2020-04-06 17:30:00,7.0,7.0,1.0,,9.0,0.0,
290,2020-04-06 17:35:00,5.0,10.0,6.0,,4.0,,
276,2020-04-06 17:35:00,6.0,2.0,10.0,,1.0,,
600,2020-04-06 17:35:00,3.0,2.0,0.0,,3.0,0.0,
533,2020-04-06 17:35:00,2.0,0.0,0.0,,2.0,1.0,
579,2020-04-06 17:40:00,3.0,0.0,1.0,,3.0,0.0,
517,2020-04-06 17:45:00,3.0,0.0,1.0,,1.0,0.0,
602,2020-04-06 17:45:00,3.0,-0.0,-0.0,,4.0,-0.0,
586,2020-04-06 17:45:00,3.0,1.0,0.0,0.0,2.0,1.0,1.2
531,2020-04-06 17:50:00,2.0,0.0,0.0,,2.0,-0.0,
497,2020-04-06 17:50:00,4.0,0.0,-0.0,,3.0,1.0,
545,2020-04-06 18:10:00,3.0,0.0,1.0,,3.0,0.0,
543,2020-04-06 18:15:00,4.0,1.0,-0.0,8.0,4.0,0.0,3.4
555,2020-04-06 18:25:00,3.0,0.0,0.0,,4.0,0.0,
301,2020-04-06 18:25:00,4.0,1.0,9.0,,3.0,,
552,2020-04-06 18:25:00,2.0,-0.0,0.0,,4.0,0.0,
511,2020-04-06 18:30:00,4.0,-0.0,0.0,,3.0,0.0,
501,2020-04-06 18:40:00,3.0,0.0,0.0,,3.0,0.0,
491,2020-04-06 18:40:00,2.0,0.0,0.0,,3.0,0.0,
317,2020-04-06 18:40:00,2.0,9.0,0.0,,4.0,,
514,2020-04-06 18:40:00,1.0,0.0,0.0,,4.0,0.0,
516,2020-04-06 18:45:00,2.0,-0.0,-0.0,,3.0,1.0,
522,2020-04-06 18:50:00,3.0,0.0,0.0,,3.0,0.0,
162,2020-04-06 18:50:00,9.0,5.0,2.0,,5.0,,
311,2020-04-06 18:55:00,10.0,0.0,4.0,,10.0,,
218,2020-04-06 18:55:00,2.0,1.0,9.0,,7.0,,
577,2020-04-06 19:00:00,3.0,0.0,-0.0,,4.0,0.0,
561,2020-04-06 19:05:00,4.0,-0.0,0.0,,2.0,0.0,
572,2020-04-06 19:05:00,4.0,1.0,-0.0,,3.0,0.0,
225,2020-04-06 19:10:00,4.0,0.0,7.0,,7.0,,
562,2020-04-06 19:15:00,3.0,0.0,-0.0,,4.0,0.0,
401,2020-04-06 19:15:00,4.0,2.0,10.0,,3.0,,
515,2020-04-06 19:25:00,3.0,-0.0,-0.0,,3.0,-0.0,
457,2020-04-06 19:35:00,6.0,10.0,1.0,,6.0,0.0,
581,2020-04-06 19:40:00,1.0,-0.0,0.0,,2.0,1.0,
553,2020-04-06 19:45:00,2.0,0.0,1.0,,3.0,0.0,
196,2020-04-06 19:55:00,10.0,10.0,7.0,,7.0,,
594,2020-04-06 20:00:00,3.0,-0.0,-0.0,,3.0,0.0,
583,2020-04-06 20:00:00,4.0,1.0,0.0,,3.0,0.0,
554,2020-04-06 20:00:00,4.0,-0.0,0.0,,3.0,0.0,
535,2020-04-06 20:00:00,3.0,1.0,0.0,,2.0,1.0,
596,2020-04-06 20:10:00,2.0,0.0,0.0,,4.0,1.0,
532,2020-04-06 20:45:00,2.0,0.0,1.0,,3.0,-0.0,
204,2020-04-06 20:55:00,9.0,8.0,4.0,,9.0,1.0,
123,2020-04-06 21:15:00,2.0,8.0,2.0,,4.0,,
336,2020-04-06 21:15:00,10.0,0.0,10.0,,10.0,1.0,
294,2020-04-06 21:25:00,7.0,0.0,8.0,,8.0,,
409,2020-04-06 22:55:00,4.0,4.0,7.0,,7.0,,
104,2020-04-06 22:55:00,3.0,4.0,10.0,,2.0,,
121,2020-04-06 23:15:00,0.0,0.0,10.0,,10.0,,
217,2020-04-06 23:20:00,10.0,4.0,7.0,,10.0,,
211,2020-04-06 23:20:00,0.0,9.0,9.0,5.0,6.0,0.0,5.8
115,2020-04-06 23:40:00,2.0,4.0,6.0,,7.0,,
371,2020-04-07 00:05:00,0.0,8.0,1.0,,0.0,,
183,2020-04-07 00:05:00,9.0,10.0,5.0,,1.0,,
435,2020-04-07 00:10:00,2.0,8.0,1.0,,10.0,,
118,2020-04-07 00:15:00,3.0,0.0,5.0,,10.0,,
68,2020-04-07 00:45:00,3.0,6.0,1.0,,4.0,1.0,
226,2020-04-07 00:55:00,9.0,7.0,3.0,,10.0,0.0,
142,2020-04-07 00:55:00,9.0,0.0,5.0,,1.0,,
182,2020-04-07 00:55:00,10.0,9.0,9.0,,5.0,,
378,2020-04-07 01:10:00,4.0,7.0,0.0,,0.0,,
372,2020-04-07 01:25:00,4.0,5.0,7.0,,2.0,,
6,2020-04-07 01:45:00,8.0,0.0,2.0,,7.0,,
179,2020-04-07 01:55:00,3.0,5.0,8.0,,2.0,,
353,2020-04-07 02:10:00,6.0,0.0,7.0,,5.0,,
386,2020-04-07 02:40:00,2.0,8.0,4.0,,0.0,,
453,2020-04-07 02:45:00,5.0,0.0,7.0,,4.0,,
299,2020-04-07 02:50:00,1.0,9.0,2.0,,5.0,,
35,2020-04-07 02:50:00,10.0,10.0,10.0,,5.0,,
458,2020-04-07 03:10:00,0.0,4.0,0.0,,7.0,,
284,2020-04-07 03:20:00,3.0,10.0,10.0,,4.0,,
259,2020-04-07 03:20:00,6.0,4.0,8.0,,8.0,,
297,2020-04-07 03:25:00,10.0,10.0,8.0,,3.0,,
107,2020-04-07 03:25:00,4.0,3.0,9.0,,9.0,,
56,2020-04-07 04:05:00,8.0,4.0,3.0,,6.0,,
23,2020-04-07 04:05:00,3.0,8.0,3.0,,1.0,,
72,2020-04-07 04:35:00,8.0,8.0,1.0,,4.0,,
260,2020-04-07 05:00:00,10.0,4.0,7.0,,8.0,1.0,
175,2020-04-07 05:10:00,0.0,3.0,8.0,,4.0,,
133,2020-04-07 05:30:00,10.0,3.0,4.0,,7.0,,
325,2020-04-07 05:40:00,0.0,5.0,7.0,,3.0,,
177,2020-04-07 06:25:00,10.0,8.0,6.0,,10.0,,
71,2020-04-07 06:25:00,2.0,6.0,7.0,,0.0,,
357,2020-04-07 06:30:00,1.0,2.0,6.0,,4.0,,
251,2020-04-07 06:55:00,2.0,10.0,10.0,,3.0,,
90,2020-04-07 06:55:00,3.0,0.0,6.0,,1.0,,
32,2020-04-07 06:55:00,1.0,6.0,1.0,,8.0,,
423,2020-04-07 07:00:00,5.0,2.0,2.0,,3.0,,
164,2020-04-07 07:05:00,10.0,0.0,5.0,,5.0,,
334,2020-04-07 07:05:00,0.0,10.0,7.0,,10.0,,
152,2020-04-07 07:10:00,10.0,10.0,1.0,,5.0,,
3,2020-04-07 07:35:00,4.0,9.0,6.0,,0.0,1.0,
277,2020-04-07 07:50:00,2.0,3.0,0.0,,1.0,,
305,2020-04-07 08:20:00,0.0,10.0,5.0,,0.0,0.0,
402,2020-04-07 08:40:00,0.0,8.0,6.0,,10.0,,
239,2020-04-07 08:45:00,9.0,2.0,10.0,,0.0,,
64,2020-04-07 08:45:00,7.0,2.0,0.0,,8.0,,
242,2020-04-07 08:50:00,8.0,4.0,9.0,,2.0,,
308,2020-04-07 08:55:00,8.0,9.0,10.0,,8.0,,
365,2020-04-07 08:55:00,0.0,4.0,6.0,,8.0,,
31,2020-04-07 09:30:00,7.0,7.0,10.0,,2.0,,
25,2020-04-07 09:30:00,10.0,9.0,9.0,,6.0,,
269,2020-04-07 09:30:00,6.0,2.0,10.0,,4.0,,
33,2020-04-07 09:45:00,10.0,5.0,3.0,4.0,8.0,,6.0
463,2020-04-07 09:45:00,8.0,3.0,10.0,,7.0,,
450,2020-04-07 09:55:00,7.0,9.0,3.0,,3.0,,
356,2020-04-07 10:00:00,10.0,5.0,7.0,,5.0,,
65,2020-04-07 10:00:00,10.0,6.0,8.0,,8.0,1.0,
93,2020-04-07 10:05:00,3.0,0.0,0.0,,4.0,,
81,2020-04-07 10:40:00,6.0,3.0,6.0,,1.0,,
448,2020-04-07 10:45:00,2.0,8.0,9.0,,6.0,,
388,2020-04-07 10:50:00,5.0,1.0,10.0,,2.0,,
249,2020-04-07 10:50:00,9.0,5.0,5.0,,7.0,,
51,2020-04-07 10:55:00,7.0,10.0,7.0,,10.0,,
221,2020-04-07 11:05:00,2.0,6.0,7.0,,8.0,,
424,2020-04-07 11:15:00,10.0,1.0,2.0,,4.0,,
54,2020-04-07 11:15:00,4.0,0.0,6.0,,5.0,0.0,
141,2020-04-07 11:15:00,9.0,2.0,8.0,,3.0,,
69,2020-04-07 11:35:00,0.0,10.0,9.0,,10.0,,
428,2020-04-07 11:35:00,7.0,8.0,9.0,,0.0,,
412,2020-04-07 11:55:00,1.0,6.0,10.0,,4.0,0.0,
330,2020-04-07 12:55:00,0.0,1.0,10.0,,6.0,,
187,2020-04-07 13:05:00,10.0,9.0,4.0,,5.0,,
80,2020-04-07 13:15:00,2.0,9.0,9.0,,10.0,,
11,2020-04-07 13:20:00,7.0,7.0,0.0,,4.0,,
419,2020-04-07 13:20:00,9.0,7.0,0.0,,6.0,,
29,2020-04-07 13:30:00,2.0,1.0,10.0,,10.0,1.0,
178,2020-04-07 13:50:00,9.0,10.0,10.0,,6.0,0.0,
314,2020-04-07 14:00:00,3.0,7.0,4.0,,9.0,,
352,2020-04-07 14:05:00,0.0,5.0,3.0,,6.0,,
354,2020-04-07 15:00:00,9.0,7.0,1.0,,9.0,,
24,2020-04-07 15:10:00,10.0,7.0,1.0,,4.0,,
44,2020-04-07 15:30:00,10.0,6.0,3.0,,5.0,,
106,2020-04-07 15:45:00,9.0,5.0,0.0,,10.0,,
455,2020-04-07 16:00:00,3.0,0.0,10.0,,4.0,1.0,
405,2020-04-07 16:05:00,8.0,4.0,9.0,,8.0,1.0,
74,2020-04-07 16:05:00,10.0,1.0,4.0,,3.0,,
155,2020-04-07 16:25:00,3.0,4.0,9.0,,6.0,,
254,2020-04-07 16:30:00,5.0,7.0,8.0,,7.0,,
96,2020-04-07 16:35:00,2.0,10.0,2.0,,10.0,,
350,2020-04-07 16:40:00,8.0,10.0,2.0,,5.0,1.0,
391,2020-04-07 16:40:00,10.0,3.0,5.0,,10.0,,
256,2020-04-07 16:40:00,1.0,8.0,9.0,,10.0,,
351,2020-04-07 16:55:00,8.0,8.0,3.0,,0.0,,
181,2020-04-07 18:10:00,9.0,10.0,5.0,,6.0,,
376,2020-04-07 18:25:00,6.0,5.0,4.0,,5.0,1.0,
243,2020-04-07 18:30:00,9.0,0.0,6.0,,5.0,,
116,2020-04-07 18:40:00,3.0,5.0,3.0,,9.0,,
337,2020-04-07 18:45:00,0.0,4.0,3.0,,8.0,,
62,2020-04-07 19:15:00,5.0,3.0,1.0,,5.0,0.0,
449,2020-04-07 19:25:00,0.0,7.0,4.0,,1.0,,
0,2020-04-07 19:50:00,10.0,10.0,2.0,,0.0,,
76,2020-04-07 20:05:00,3.0,3.0,8.0,,8.0,,
266,2020-04-07 20:05:00,10.0,10.0,7.0,,1.0,,
358,2020-04-07 20:30:00,0.0,0.0,10.0,,6.0,0.0,
403,2020-04-07 20:40:00,3.0,6.0,6.0,,5.0,,
293,2020-04-07 20:50:00,10.0,0.0,9.0,,10.0,,
331,2020-04-07 21:05:00,9.0,10.0,10.0,,6.0,,
139,2020-04-07 21:50:00,0.0,4.0,6.0,,1.0,,
456,2020-04-07 22:10:00,10.0,9.0,9.0,,10.0,1.0,
359,2020-04-07 22:10:00,2.0,4.0,7.0,,1.0,,
171,2020-04-07 22:25:00,9.0,9.0,8.0,,4.0,,
202,2020-04-07 22:30:00,7.0,9.0,2.0,,5.0,,
63,2020-04-07 22:40:00,6.0,5.0,5.0,,4.0,,
396,2020-04-07 22:40:00,7.0,4.0,7.0,,1.0,,
385,2020-04-07 23:45:00,6.0,1.0,2.0,,10.0,,
52,2020-04-08 00:05:00,4.0,6.0,10.0,,2.0,,
454,2020-04-08 00:05:00,6.0,10.0,10.0,,0.0,,
99,2020-04-08 00:05:00,0.0,10.0,5.0,,8.0,0.0,
1,2020-04-08 00:05:00,5.0,4.0,6.0,,10.0,,
413,2020-04-08 00:40:00,0.0,0.0,7.0,,0.0,,
445,2020-04-08 01:00:00,2.0,1.0,8.0,,7.0,,
253,2020-04-08 01:05:00,8.0,3.0,5.0,,5.0,,
94,2020-04-08 01:10:00,5.0,0.0,8.0,,2.0,,
176,2020-04-08 01:40:00,8.0,7.0,0.0,,6.0,,
91,2020-04-08 01:45:00,10.0,6.0,6.0,,0.0,1.0,
234,2020-04-08 01:45:00,4.0,9.0,7.0,,5.0,1.0,
228,2020-04-08 02:00:00,9.0,5.0,9.0,,0.0,1.0,
224,2020-04-08 02:05:00,4.0,7.0,10.0,,1.0,0.0,
442,2020-04-08 02:15:00,10.0,5.0,1.0,,5.0,,
233,2020-04-08 03:00:00,9.0,10.0,10.0,,10.0,0.0,
58,2020-04-08 03:00:00,2.0,10.0,0.0,,4.0,,
47,2020-04-08 03:35:00,1.0,2.0,10.0,,1.0,1.0,
285,2020-04-08 04:00:00,4.0,5.0,0.0,,10.0,,
61,2020-04-08 04:05:00,6.0,9.0,4.0,,9.0,,
237,2020-04-08 04:25:00,1.0,0.0,2.0,,3.0,,
395,2020-04-08 04:40:00,7.0,10.0,7.0,,3.0,,
9,2020-04-08 05:15:00,6.0,7.0,5.0,,6.0,,
203,2020-04-08 05:25:00,0.0,0.0,6.0,,3.0,,
241,2020-04-08 05:30:00,6.0,0.0,0.0,,1.0,1.0,
312,2020-04-08 06:20:00,7.0,9.0,3.0,,7.0,,
258,2020-04-08 06:30:00,9.0,8.0,5.0,,2.0,,
326,2020-04-08 06:35:00,6.0,2.0,8.0,,10.0,1.0,
344,2020-04-08 06:50:00,1.0,7.0,7.0,,5.0,,
43,2020-04-08 06:55:00,1.0,9.0,10.0,,5.0,,
274,2020-04-08 06:55:00,9.0,10.0,5.0,,8.0,,
322,2020-04-08 07:10:00,0.0,10.0,8.0,,7.0,,
194,2020-04-08 07:25:00,9.0,3.0,1.0,,3.0,,
425,2020-04-08 07:30:00,7.0,4.0,1.0,,3.0,,
447,2020-04-08 07:50:00,3.0,2.0,8.0,,5.0,,
125,2020-04-08 08:00:00,0.0,0.0,10.0,,0.0,,
