,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,median
489,2020-04-06 15:00:00,0.0,0.0,1.0,0.0,-0.0,1.0,0.2
481,2020-04-06 15:00:00,0.0,0.0,1.0,0.0,0.0,2.0,0.2
482,2020-04-06 15:05:00,0.0,0.0,1.0,1.0,0.0,0.0,0.4
214,2020-04-06 15:10:00,5.0,7.0,7.0,4.0,3.0,,5.2
259,2020-04-06 15:15:00,8.0,5.0,7.0,10.0,3.0,0.0,6.6
487,2020-04-06 15:20:00,-0.0,0.0,-0.0,1.0,0.0,0.0,0.2
490,2020-04-06 15:40:00,-0.0,0.0,1.0,2.0,0.0,0.0,0.6
491,2020-04-06 15:50:00,0.0,0.0,2.0,2.0,1.0,-0.0,1.0
492,2020-04-06 16:00:00,1.0,0.0,1.0,-0.0,0.0,1.0,0.4
529,2020-04-06 16:00:00,0.0,-0.0,1.0,0.0,-0.0,-0.0,0.2
536,2020-04-06 16:05:00,0.0,0.0,1.0,0.0,0.0,0.0,0.2
538,2020-04-06 16:05:00,0.0,1.0,0.0,-0.0,0.0,0.0,0.2
506,2020-04-06 16:05:00,0.0,0.0,1.0,0.0,-0.0,0.0,0.2
539,2020-04-06 16:10:00,-0.0,-0.0,1.0,0.0,0.0,-0.0,0.2
502,2020-04-06 16:10:00,0.0,-0.0,1.0,-0.0,0.0,0.0,0.2
553,2020-04-06 16:10:00,0.0,0.0,1.0,0.0,1.0,-0.0,0.4
496,2020-04-06 16:10:00,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
515,2020-04-06 16:10:00,0.0,1.0,1.0,0.0,-0.0,0.0,0.4
522,2020-04-06 16:15:00,-0.0,0.0,1.0,2.0,1.0,-0.0,0.8
521,2020-04-06 16:15:00,0.0,0.0,1.0,0.0,0.0,0.0,0.2
495,2020-04-06 16:15:00,0.0,0.0,1.0,-0.0,1.0,-0.0,0.4
347,2020-04-06 16:15:00,1.0,1.0,8.0,7.0,4.0,,4.2
498,2020-04-06 16:20:00,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,2020-04-06 16:20:00,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
507,2020-04-06 16:20:00,0.0,0.0,1.0,1.0,-0.0,1.0,0.4
528,2020-04-06 16:20:00,1.0,0.0,-0.0,0.0,0.0,1.0,0.2
526,2020-04-06 16:20:00,-0.0,2.0,1.0,0.0,0.0,,0.6
543,2020-04-06 16:25:00,1.0,0.0,1.0,0.0,0.0,-0.0,0.4
523,2020-04-06 16:30:00,0.0,1.0,2.0,-0.0,0.0,0.0,0.6
503,2020-04-06 16:35:00,-0.0,0.0,1.0,1.0,-0.0,1.0,0.4
550,2020-04-06 16:35:00,0.0,0.0,1.0,0.0,0.0,0.0,0.2
485,2020-04-06 16:35:00,0.0,0.0,1.0,1.0,0.0,-0.0,0.4
484,2020-04-06 16:40:00,-0.0,0.0,2.0,0.0,0.0,1.0,0.4
535,2020-04-06 16:40:00,0.0,0.0,1.0,0.0,-0.0,-0.0,0.2
518,2020-04-06 16:40:00,1.0,0.0,2.0,0.0,0.0,1.0,0.6
555,2020-04-06 16:45:00,0.0,1.0,1.0,-0.0,1.0,0.0,0.6
546,2020-04-06 16:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,2020-04-06 16:55:00,0.0,0.0,1.0,0.0,1.0,1.0,0.4
544,2020-04-06 16:55:00,0.0,-0.0,2.0,-0.0,0.0,-0.0,0.4
258,2020-04-06 16:55:00,4.0,6.0,1.0,5.0,6.0,,4.4
531,2020-04-06 16:55:00,1.0,1.0,-0.0,0.0,0.0,-0.0,0.4
554,2020-04-06 16:55:00,0.0,1.0,1.0,-0.0,1.0,-0.0,0.6
510,2020-04-06 17:00:00,1.0,1.0,1.0,1.0,1.0,0.0,1.0
497,2020-04-06 17:00:00,2.0,0.0,3.0,-0.0,1.0,0.0,1.2
499,2020-04-06 17:00:00,-0.0,0.0,2.0,0.0,-0.0,0.0,0.4
500,2020-04-06 17:00:00,1.0,0.0,1.0,1.0,-0.0,1.0,0.6
552,2020-04-06 17:00:00,2.0,0.0,2.0,1.0,0.0,-0.0,1.0
357,2020-04-06 17:05:00,2.0,7.0,10.0,1.0,9.0,,5.8
549,2020-04-06 17:05:00,0.0,0.0,0.0,1.0,0.0,-0.0,0.2
509,2020-04-06 17:05:00,0.0,1.0,1.0,0.0,0.0,-0.0,0.4
511,2020-04-06 17:10:00,0.0,0.0,2.0,-0.0,0.0,0.0,0.4
514,2020-04-06 17:10:00,0.0,1.0,1.0,-0.0,0.0,1.0,0.4
504,2020-04-06 17:10:00,-0.0,0.0,1.0,0.0,0.0,0.0,0.2
58,2020-04-06 17:10:00,9.0,9.0,3.0,0.0,4.0,,5.0
533,2020-04-06 17:15:00,-0.0,0.0,2.0,0.0,0.0,0.0,0.4
501,2020-04-06 17:20:00,0.0,1.0,1.0,0.0,-0.0,0.0,0.4
512,2020-04-06 17:20:00,1.0,-0.0,2.0,0.0,0.0,0.0,0.6
534,2020-04-06 17:20:00,-0.0,0.0,2.0,-0.0,-0.0,1.0,0.4
524,2020-04-06 17:30:00,1.0,0.0,1.0,-0.0,-0.0,1.0,0.4
407,2020-04-06 17:30:00,10.0,6.0,4.0,10.0,7.0,,7.4
520,2020-04-06 17:30:00,0.0,1.0,0.0,-0.0,0.0,0.0,0.2
519,2020-04-06 17:30:00,0.0,1.0,2.0,-0.0,0.0,-0.0,0.6
537,2020-04-06 17:40:00,-0.0,1.0,1.0,1.0,-0.0,0.0,0.6
547,2020-04-06 17:40:00,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
36,2020-04-06 17:40:00,7.0,6.0,7.0,7.0,3.0,,6.0
493,2020-04-06 17:45:00,0.0,1.0,0.0,0.0,0.0,0.0,0.2
505,2020-04-06 17:45:00,-0.0,0.0,2.0,0.0,-0.0,0.0,0.4
262,2020-04-06 17:50:00,9.0,5.0,9.0,9.0,10.0,,8.4
508,2020-04-06 17:50:00,0.0,-0.0,1.0,0.0,0.0,0.0,0.2
513,2020-04-06 17:55:00,0.0,1.0,1.0,0.0,0.0,0.0,0.4
456,2020-04-06 17:55:00,6.0,6.0,8.0,10.0,9.0,1.0,7.8
551,2020-04-06 18:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.2
525,2020-04-06 18:00:00,-0.0,-0.0,0.0,-0.0,1.0,-0.0,0.2
527,2020-04-06 18:05:00,-0.0,-0.0,2.0,0.0,0.0,1.0,0.4
208,2020-04-06 18:15:00,6.0,8.0,8.0,10.0,1.0,,6.6
232,2020-04-06 18:25:00,2.0,0.0,3.0,10.0,3.0,,3.6
260,2020-04-06 18:30:00,7.0,0.0,1.0,7.0,4.0,,3.8
545,2020-04-06 18:35:00,0.0,1.0,0.0,0.0,0.0,0.0,0.2
63,2020-04-06 18:50:00,2.0,8.0,5.0,3.0,2.0,,4.0
166,2020-04-06 18:55:00,2.0,4.0,10.0,2.0,9.0,,5.4
155,2020-04-06 18:55:00,3.0,8.0,0.0,10.0,10.0,0.0,6.2
488,2020-04-06 19:00:00,0.0,-0.0,1.0,0.0,0.0,0.0,0.2
541,2020-04-06 19:05:00,-0.0,1.0,1.0,0.0,0.0,,0.4
517,2020-04-06 19:15:00,0.0,0.0,0.0,-0.0,0.0,1.0,0.0
548,2020-04-06 19:20:00,1.0,0.0,0.0,1.0,-0.0,1.0,0.4
532,2020-04-06 19:20:00,0.0,-0.0,-0.0,0.0,1.0,0.0,0.2
530,2020-04-06 19:25:00,-0.0,1.0,-0.0,0.0,-0.0,-0.0,0.2
0,2020-04-06 19:30:00,6.0,7.0,5.0,0.0,7.0,,5.0
475,2020-04-06 19:55:00,3.0,9.0,0.0,1.0,3.0,,3.2
14,2020-04-06 20:00:00,5.0,8.0,3.0,3.0,8.0,,5.4
486,2020-04-06 20:05:00,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
542,2020-04-06 20:15:00,0.0,-0.0,1.0,0.0,-0.0,1.0,0.2
494,2020-04-06 20:20:00,-0.0,0.0,0.0,-0.0,1.0,0.0,0.2
296,2020-04-06 20:35:00,10.0,10.0,3.0,4.0,0.0,,5.4
39,2020-04-06 20:40:00,4.0,2.0,0.0,3.0,10.0,,3.8
326,2020-04-06 20:45:00,10.0,0.0,1.0,7.0,7.0,,5.0
191,2020-04-06 20:45:00,7.0,8.0,8.0,10.0,2.0,,7.0
43,2020-04-06 20:55:00,7.0,6.0,7.0,5.0,10.0,,7.0
89,2020-04-06 21:30:00,1.0,6.0,10.0,4.0,3.0,,4.8
59,2020-04-06 21:40:00,10.0,10.0,6.0,4.0,9.0,,7.8
105,2020-04-06 22:15:00,7.0,6.0,10.0,2.0,10.0,0.0,7.0
410,2020-04-06 22:35:00,1.0,1.0,3.0,1.0,7.0,,2.6
139,2020-04-06 22:35:00,6.0,7.0,4.0,2.0,5.0,,4.8
354,2020-04-06 22:40:00,4.0,9.0,2.0,9.0,8.0,,6.4
377,2020-04-06 22:40:00,10.0,6.0,2.0,1.0,5.0,,4.8
240,2020-04-06 22:50:00,0.0,6.0,4.0,1.0,3.0,,2.8
38,2020-04-06 23:00:00,3.0,2.0,10.0,10.0,5.0,,6.0
412,2020-04-06 23:20:00,0.0,0.0,9.0,9.0,9.0,,5.4
282,2020-04-06 23:30:00,7.0,8.0,4.0,1.0,10.0,,6.0
98,2020-04-06 23:30:00,2.0,9.0,10.0,8.0,8.0,,7.4
222,2020-04-07 00:05:00,5.0,7.0,0.0,4.0,4.0,,4.0
441,2020-04-07 00:25:00,9.0,9.0,7.0,3.0,9.0,,7.4
152,2020-04-07 00:50:00,0.0,8.0,2.0,0.0,1.0,,2.2
396,2020-04-07 00:55:00,0.0,10.0,8.0,5.0,3.0,,5.2
235,2020-04-07 01:05:00,4.0,5.0,7.0,3.0,2.0,,4.2
371,2020-04-07 01:05:00,3.0,10.0,6.0,5.0,7.0,,6.2
305,2020-04-07 01:15:00,3.0,3.0,1.0,3.0,2.0,,2.4
328,2020-04-07 01:45:00,10.0,7.0,10.0,9.0,6.0,,8.4
378,2020-04-07 02:10:00,7.0,10.0,8.0,7.0,7.0,,7.8
348,2020-04-07 02:20:00,6.0,2.0,8.0,9.0,1.0,,5.2
320,2020-04-07 02:45:00,9.0,6.0,5.0,5.0,5.0,,6.0
253,2020-04-07 02:55:00,3.0,10.0,6.0,2.0,9.0,,6.0
382,2020-04-07 03:15:00,10.0,3.0,8.0,6.0,7.0,,6.8
149,2020-04-07 03:25:00,0.0,3.0,7.0,2.0,8.0,,4.0
225,2020-04-07 03:35:00,10.0,2.0,2.0,3.0,7.0,,4.8
120,2020-04-07 03:40:00,10.0,8.0,7.0,9.0,9.0,1.0,8.6
116,2020-04-07 04:15:00,8.0,7.0,3.0,6.0,4.0,,5.6
88,2020-04-07 04:15:00,10.0,8.0,3.0,4.0,7.0,,6.4
92,2020-04-07 04:45:00,4.0,0.0,7.0,0.0,10.0,,4.2
415,2020-04-07 05:30:00,5.0,1.0,9.0,8.0,6.0,1.0,5.8
7,2020-04-07 05:35:00,3.0,2.0,2.0,6.0,10.0,,4.6
250,2020-04-07 05:55:00,8.0,7.0,1.0,10.0,4.0,,6.0
183,2020-04-07 06:00:00,8.0,10.0,7.0,4.0,7.0,,7.2
432,2020-04-07 06:05:00,9.0,9.0,10.0,0.0,8.0,,7.2
46,2020-04-07 06:10:00,0.0,3.0,10.0,10.0,3.0,,5.2
51,2020-04-07 06:15:00,8.0,1.0,9.0,3.0,2.0,,4.6
167,2020-04-07 06:40:00,2.0,0.0,1.0,0.0,2.0,,1.0
330,2020-04-07 06:40:00,6.0,7.0,8.0,10.0,8.0,,7.8
298,2020-04-07 07:05:00,0.0,6.0,10.0,7.0,8.0,0.0,6.2
147,2020-04-07 07:10:00,10.0,10.0,10.0,0.0,3.0,,6.6
132,2020-04-07 07:30:00,7.0,1.0,4.0,0.0,6.0,,3.6
205,2020-04-07 07:30:00,0.0,4.0,0.0,7.0,5.0,,3.2
70,2020-04-07 07:35:00,1.0,3.0,10.0,5.0,10.0,,5.8
316,2020-04-07 08:15:00,8.0,3.0,10.0,4.0,9.0,,6.8
127,2020-04-07 08:20:00,4.0,8.0,10.0,9.0,0.0,,6.2
204,2020-04-07 08:30:00,5.0,10.0,8.0,8.0,8.0,,7.8
122,2020-04-07 08:40:00,0.0,10.0,2.0,10.0,3.0,,5.0
86,2020-04-07 08:50:00,7.0,6.0,6.0,4.0,5.0,,5.6
278,2020-04-07 09:00:00,5.0,8.0,8.0,2.0,10.0,,6.6
150,2020-04-07 09:15:00,6.0,8.0,5.0,1.0,10.0,,6.0
194,2020-04-07 09:55:00,7.0,7.0,10.0,4.0,9.0,,7.4
107,2020-04-07 10:05:00,4.0,5.0,4.0,6.0,3.0,,4.4
310,2020-04-07 11:25:00,1.0,10.0,5.0,4.0,4.0,1.0,4.8
437,2020-04-07 11:30:00,9.0,10.0,5.0,0.0,3.0,,5.4
162,2020-04-07 11:35:00,3.0,4.0,6.0,3.0,4.0,,4.0
159,2020-04-07 11:50:00,2.0,1.0,10.0,2.0,3.0,,3.6
478,2020-04-07 12:10:00,5.0,3.0,5.0,10.0,8.0,,6.2
242,2020-04-07 12:10:00,9.0,7.0,3.0,9.0,4.0,,6.4
286,2020-04-07 12:20:00,10.0,10.0,10.0,3.0,10.0,,8.6
128,2020-04-07 12:30:00,0.0,10.0,2.0,4.0,10.0,,5.2
431,2020-04-07 12:55:00,0.0,10.0,1.0,10.0,1.0,,4.4
74,2020-04-07 12:55:00,5.0,5.0,3.0,7.0,3.0,,4.6
269,2020-04-07 13:10:00,5.0,9.0,2.0,10.0,2.0,,5.6
237,2020-04-07 13:25:00,1.0,6.0,6.0,9.0,0.0,,4.4
239,2020-04-07 13:35:00,0.0,5.0,10.0,2.0,2.0,,3.8
452,2020-04-07 13:40:00,0.0,9.0,9.0,10.0,1.0,,5.8
11,2020-04-07 14:00:00,10.0,3.0,2.0,10.0,1.0,,5.2
447,2020-04-07 14:05:00,4.0,0.0,3.0,5.0,7.0,,3.8
421,2020-04-07 14:05:00,8.0,2.0,9.0,9.0,10.0,,7.6
234,2020-04-07 14:20:00,4.0,6.0,7.0,5.0,5.0,,5.4
193,2020-04-07 14:35:00,2.0,1.0,2.0,6.0,10.0,,4.2
77,2020-04-07 15:20:00,10.0,8.0,10.0,4.0,0.0,,6.4
90,2020-04-07 15:55:00,10.0,1.0,9.0,10.0,5.0,,7.0
6,2020-04-07 16:05:00,0.0,7.0,4.0,0.0,1.0,,2.4
442,2020-04-07 16:05:00,5.0,8.0,0.0,9.0,6.0,,5.6
287,2020-04-07 16:20:00,7.0,9.0,2.0,9.0,5.0,,6.4
261,2020-04-07 16:40:00,2.0,6.0,0.0,2.0,2.0,,2.4
443,2020-04-07 16:50:00,9.0,9.0,10.0,4.0,3.0,,7.0
400,2020-04-07 16:55:00,4.0,5.0,5.0,10.0,8.0,,6.4
394,2020-04-07 16:55:00,9.0,3.0,5.0,10.0,3.0,,6.0
22,2020-04-07 17:05:00,10.0,1.0,7.0,9.0,7.0,,6.8
41,2020-04-07 17:10:00,10.0,2.0,4.0,5.0,10.0,,6.2
350,2020-04-07 17:15:00,3.0,2.0,10.0,1.0,10.0,,5.2
430,2020-04-07 17:25:00,2.0,3.0,1.0,2.0,4.0,0.0,2.4
9,2020-04-07 17:40:00,10.0,2.0,2.0,9.0,10.0,0.0,6.6
64,2020-04-07 17:45:00,8.0,3.0,0.0,8.0,4.0,,4.6
218,2020-04-07 18:00:00,3.0,2.0,10.0,2.0,1.0,,3.6
293,2020-04-07 18:05:00,2.0,10.0,1.0,10.0,9.0,,6.4
109,2020-04-07 18:15:00,4.0,1.0,2.0,8.0,1.0,,3.2
472,2020-04-07 18:30:00,7.0,9.0,8.0,1.0,9.0,,6.8
17,2020-04-07 18:40:00,3.0,0.0,1.0,10.0,3.0,,3.4
314,2020-04-07 18:40:00,4.0,7.0,4.0,1.0,10.0,,5.2
66,2020-04-07 18:50:00,1.0,4.0,3.0,10.0,8.0,,5.2
55,2020-04-07 18:55:00,8.0,7.0,5.0,6.0,5.0,1.0,6.2
266,2020-04-07 18:55:00,9.0,2.0,9.0,0.0,10.0,,6.0
302,2020-04-07 18:55:00,9.0,2.0,8.0,10.0,3.0,,6.4
385,2020-04-07 19:45:00,10.0,5.0,2.0,3.0,6.0,,5.2
216,2020-04-07 20:00:00,0.0,5.0,9.0,0.0,10.0,,4.8
309,2020-04-07 20:15:00,6.0,4.0,10.0,0.0,5.0,,5.0
52,2020-04-07 20:20:00,6.0,10.0,9.0,2.0,3.0,,6.0
197,2020-04-07 20:40:00,3.0,6.0,9.0,10.0,10.0,,7.6
245,2020-04-07 20:45:00,5.0,4.0,4.0,6.0,1.0,,4.0
126,2020-04-07 20:55:00,6.0,0.0,1.0,2.0,8.0,,3.4
158,2020-04-07 21:10:00,3.0,8.0,6.0,10.0,1.0,,5.6
343,2020-04-07 21:20:00,2.0,5.0,5.0,6.0,10.0,1.0,5.6
480,2020-04-07 21:50:00,8.0,9.0,4.0,1.0,0.0,,4.4
404,2020-04-07 21:55:00,6.0,2.0,10.0,7.0,6.0,,6.2
390,2020-04-07 21:55:00,10.0,4.0,9.0,0.0,7.0,,6.0
33,2020-04-07 22:15:00,10.0,2.0,10.0,1.0,1.0,,4.8
50,2020-04-07 22:20:00,7.0,9.0,8.0,4.0,10.0,,7.6
423,2020-04-07 22:25:00,4.0,2.0,9.0,5.0,5.0,,5.0
244,2020-04-07 22:35:00,4.0,1.0,10.0,1.0,5.0,,4.2
468,2020-04-07 22:45:00,5.0,10.0,1.0,2.0,6.0,,4.8
15,2020-04-07 23:25:00,1.0,0.0,10.0,7.0,4.0,,4.4
198,2020-04-07 23:35:00,6.0,5.0,9.0,0.0,9.0,,5.8
133,2020-04-08 00:00:00,2.0,1.0,8.0,2.0,2.0,,3.0
438,2020-04-08 01:00:00,5.0,7.0,10.0,10.0,3.0,,7.0
188,2020-04-08 01:05:00,7.0,1.0,7.0,4.0,7.0,,5.2
292,2020-04-08 01:20:00,9.0,2.0,6.0,3.0,3.0,,4.6
207,2020-04-08 01:20:00,2.0,2.0,10.0,5.0,2.0,,4.2
463,2020-04-08 02:00:00,2.0,6.0,1.0,0.0,8.0,,3.4
21,2020-04-08 02:40:00,9.0,8.0,7.0,8.0,4.0,1.0,7.2
243,2020-04-08 02:45:00,1.0,1.0,2.0,10.0,7.0,,4.2
291,2020-04-08 02:45:00,4.0,8.0,6.0,6.0,0.0,,4.8
405,2020-04-08 03:20:00,10.0,3.0,1.0,1.0,6.0,,4.2
104,2020-04-08 04:05:00,5.0,3.0,1.0,10.0,9.0,,5.6
130,2020-04-08 04:05:00,4.0,6.0,10.0,1.0,3.0,,4.8
182,2020-04-08 04:45:00,10.0,10.0,6.0,1.0,9.0,,7.2
455,2020-04-08 05:15:00,7.0,1.0,4.0,4.0,2.0,,3.6
420,2020-04-08 05:25:00,10.0,10.0,0.0,9.0,10.0,,7.8
217,2020-04-08 05:45:00,6.0,6.0,2.0,10.0,10.0,,6.8
180,2020-04-08 05:50:00,5.0,0.0,0.0,8.0,4.0,,3.4
165,2020-04-08 05:55:00,10.0,1.0,10.0,4.0,6.0,,6.2
170,2020-04-08 06:05:00,8.0,9.0,9.0,0.0,10.0,,7.2
157,2020-04-08 06:15:00,7.0,10.0,7.0,6.0,2.0,,6.4
384,2020-04-08 06:25:00,2.0,2.0,4.0,8.0,5.0,0.0,4.2
427,2020-04-08 06:30:00,5.0,9.0,8.0,8.0,10.0,,8.0
20,2020-04-08 06:55:00,10.0,7.0,0.0,5.0,2.0,,4.8
142,2020-04-08 07:10:00,0.0,0.0,8.0,5.0,10.0,1.0,4.6
428,2020-04-08 07:25:00,6.0,10.0,8.0,4.0,2.0,,6.0
251,2020-04-08 07:40:00,4.0,5.0,9.0,0.0,6.0,,4.8
13,2020-04-08 08:20:00,4.0,5.0,10.0,1.0,9.0,,5.8
379,2020-04-08 08:25:00,0.0,6.0,8.0,6.0,10.0,,6.0
87,2020-04-08 08:30:00,5.0,9.0,7.0,2.0,3.0,,5.2
679,2020-04-08 08:35:00,3.0,3.0,2.0,3.0,1.0,2.0,2.4
780,2020-04-08 08:35:00,3.0,3.0,3.0,3.0,1.0,2.0,2.6
675,2020-04-08 08:35:00,2.0,2.0,3.0,2.0,1.0,1.0,2.0
562,2020-04-08 08:35:00,3.0,2.0,2.0,2.0,1.0,2.0,2.0
668,2020-04-08 08:35:00,2.0,3.0,3.0,1.0,1.0,2.0,2.0
640,2020-04-08 08:35:00,2.0,1.0,2.0,2.0,2.0,3.0,1.8
576,2020-04-08 08:35:00,2.0,2.0,3.0,2.0,2.0,2.0,2.2
797,2020-04-08 08:35:00,2.0,2.0,2.0,1.0,2.0,2.0,1.8
945,2020-04-08 08:40:00,6.0,5.0,4.0,5.0,3.0,,4.6
964,2020-04-08 08:40:00,6.0,4.0,4.0,5.0,4.0,,4.6
1049,2020-04-08 08:40:00,5.0,3.0,5.0,5.0,2.0,,4.0
557,2020-04-08 08:40:00,2.0,1.0,2.0,2.0,1.0,2.0,1.6
733,2020-04-08 08:40:00,1.0,2.0,3.0,2.0,1.0,2.0,1.8
599,2020-04-08 08:40:00,2.0,3.0,3.0,3.0,0.0,2.0,2.2
624,2020-04-08 08:40:00,1.0,2.0,2.0,2.0,0.0,2.0,1.4
641,2020-04-08 08:40:00,2.0,1.0,2.0,3.0,1.0,3.0,1.8
682,2020-04-08 08:40:00,2.0,3.0,1.0,3.0,0.0,2.0,1.8
710,2020-04-08 08:40:00,4.0,2.0,2.0,3.0,1.0,1.0,2.4
725,2020-04-08 08:40:00,3.0,1.0,2.0,1.0,1.0,2.0,1.6
732,2020-04-08 08:40:00,2.0,2.0,2.0,1.0,1.0,2.0,1.6
939,2020-04-08 08:40:00,4.0,4.0,6.0,4.0,4.0,,4.4
755,2020-04-08 08:40:00,0.0,2.0,1.0,1.0,1.0,3.0,1.0
771,2020-04-08 08:40:00,1.0,2.0,3.0,1.0,2.0,2.0,1.8
781,2020-04-08 08:40:00,1.0,2.0,1.0,2.0,-0.0,3.0,1.2
791,2020-04-08 08:40:00,2.0,1.0,2.0,1.0,1.0,1.0,1.4
806,2020-04-08 08:40:00,2.0,2.0,1.0,2.0,1.0,2.0,1.6
832,2020-04-08 08:40:00,1.0,2.0,2.0,1.0,0.0,1.0,1.2
812,2020-04-08 08:40:00,3.0,1.0,2.0,2.0,1.0,2.0,1.8
825,2020-04-08 08:40:00,3.0,2.0,3.0,2.0,1.0,1.0,2.2
827,2020-04-08 08:40:00,1.0,2.0,0.0,3.0,-0.0,2.0,1.2
830,2020-04-08 08:40:00,2.0,2.0,3.0,3.0,1.0,2.0,2.2
846,2020-04-08 08:40:00,1.0,2.0,2.0,2.0,1.0,2.0,1.6
1223,2020-04-08 08:40:00,6.0,5.0,6.0,4.0,4.0,,5.0
642,2020-04-08 08:45:00,1.0,1.0,0.0,3.0,2.0,2.0,1.4
898,2020-04-08 08:45:00,5.0,4.0,4.0,6.0,4.0,,4.6
630,2020-04-08 08:45:00,2.0,1.0,2.0,2.0,2.0,2.0,1.8
803,2020-04-08 08:45:00,2.0,1.0,1.0,1.0,1.0,2.0,1.2
